timestamp,alpha,beta,theta,diff
2024-11-08|15:39:27.657,0.1299,-0.0937,0.1009,20.0000
2024-11-08|15:39:27.858,0.1735,-0.1066,0.0729,20.0000
2024-11-08|15:39:28.061,0.1735,-0.1066,0.0729,20.0000
2024-11-08|15:39:28.263,0.1950,-0.1198,0.0546,20.0000
2024-11-08|15:39:28.466,0.2007,-0.1274,0.0464,20.0000
2024-11-08|15:39:28.667,0.2019,-0.1261,0.0428,20.0000
2024-11-08|15:39:28.871,0.2132,-0.1169,0.0393,20.0000
2024-11-08|15:39:29.075,0.2174,-0.1015,0.0393,20.0000
2024-11-08|15:39:29.276,0.2181,-0.0830,0.0393,20.0000
2024-11-08|15:39:29.479,0.2181,-0.0830,0.0452,20.0000
2024-11-08|15:39:29.684,0.2170,-0.0643,-0.0542,20.0000
2024-11-08|15:39:29.888,0.2092,-0.0559,-0.0608,20.0000
2024-11-08|15:39:30.091,0.2050,-0.0573,0.0031,20.0000
2024-11-08|15:39:30.295,0.2136,-0.0618,0.1084,20.0000
2024-11-08|15:39:30.496,0.2752,-0.0643,0.2245,20.0000
2024-11-08|15:39:30.698,0.2752,-0.0643,0.2245,20.0000
2024-11-08|15:39:30.899,0.3043,-0.0651,0.3185,20.0000
2024-11-08|15:39:31.101,0.3092,-0.0656,0.3789,20.0000
2024-11-08|15:39:31.304,0.3114,-0.0629,0.4108,20.0000
2024-11-08|15:39:31.506,0.3277,-0.0564,0.4255,20.0000
2024-11-08|15:39:31.707,0.3226,-0.0509,0.4306,20.0000
2024-11-08|15:39:31.909,0.3226,-0.0509,0.4306,20.0000
2024-11-08|15:39:32.111,0.2954,-0.0522,0.4298,20.0000
2024-11-08|15:39:32.313,0.2839,-0.0635,0.4253,20.0000
2024-11-08|15:39:32.514,0.2599,-0.0829,0.4192,20.0000
2024-11-08|15:39:32.719,0.2262,-0.1064,0.4119,20.0000
2024-11-08|15:39:32.922,0.2143,-0.1278,0.4109,20.0000
2024-11-08|15:39:33.139,0.2143,-0.1278,0.4109,20.0000
2024-11-08|15:39:33.340,0.2111,-0.1392,0.4331,20.0000
2024-11-08|15:39:33.541,0.2125,-0.1369,0.4872,20.0000
2024-11-08|15:39:33.745,0.2097,-0.1486,0.4921,20.0000
2024-11-08|15:39:33.949,0.2095,-0.1520,0.4774,20.0000
2024-11-08|15:39:34.151,0.2095,-0.1490,0.4347,20.0000
2024-11-08|15:39:34.354,0.2095,-0.1490,0.4347,20.0000
2024-11-08|15:39:34.573,0.2095,-0.1433,0.3721,20.0000
2024-11-08|15:39:34.773,0.1676,-0.1393,0.3128,20.0000
2024-11-08|15:39:34.976,0.0944,-0.1181,0.2637,20.0000
2024-11-08|15:39:35.178,0.0733,-0.0856,0.2479,20.0000
2024-11-08|15:39:35.381,0.1498,-0.0366,0.2845,20.0000
2024-11-08|15:39:35.584,0.2415,0.0228,0.3709,20.0000
2024-11-08|15:39:35.784,0.2415,0.0228,0.3709,20.0000
2024-11-08|15:39:35.989,0.2797,0.0805,0.4738,20.0000
2024-11-08|15:39:36.207,0.2797,0.1120,0.5132,20.0000
2024-11-08|15:39:36.407,0.2797,0.1442,0.5578,20.0000
2024-11-08|15:39:36.609,0.2797,0.1722,0.5969,20.0000
2024-11-08|15:39:36.811,0.2797,0.1919,0.6045,20.0000
2024-11-08|15:39:37.013,0.2797,0.1919,0.6045,20.0000
2024-11-08|15:39:37.215,0.2617,0.1820,0.4785,20.0000
2024-11-08|15:39:37.418,0.2617,0.1799,0.4243,20.0000
2024-11-08|15:39:37.621,0.2617,0.1862,0.3738,20.0000
2024-11-08|15:39:37.823,0.2617,0.1870,0.3275,20.0000
2024-11-08|15:39:38.024,0.2617,0.1798,0.2868,20.0000
2024-11-08|15:39:38.226,0.2617,0.1723,0.2531,20.0000
2024-11-08|15:39:38.427,0.2617,0.1723,0.2531,20.0000
2024-11-08|15:39:38.628,0.2597,0.1842,0.2381,20.0000
2024-11-08|15:39:38.830,0.2560,0.2016,0.2212,20.0000
2024-11-08|15:39:39.051,0.2558,0.2174,0.1639,20.0000
2024-11-08|15:39:39.254,0.2470,0.2102,0.0405,20.0000
2024-11-08|15:39:39.460,-0.1140,0.2009,-0.3403,20.0000
2024-11-08|15:39:39.659,-0.1140,0.2009,-0.3403,20.0000
2024-11-08|15:39:39.861,-0.1140,0.2009,-0.3403,20.0000
2024-11-08|15:39:40.065,-0.1140,0.2009,-0.3403,20.0000
2024-11-08|15:39:40.267,-0.0990,0.1892,-0.2894,20.0000
2024-11-08|15:39:40.471,0.0331,0.1736,-0.1943,20.0000
2024-11-08|15:39:40.673,0.1982,0.1648,0.0067,20.0000
2024-11-08|15:39:40.889,0.1982,0.1648,0.0067,20.0000
2024-11-08|15:39:41.093,0.2937,0.1432,0.2713,20.0000
2024-11-08|15:39:41.309,0.3053,0.1167,0.4787,20.0000
2024-11-08|15:39:41.510,0.2952,0.0990,0.6146,20.0000
2024-11-08|15:39:41.714,0.2974,0.0957,0.7016,20.0000
2024-11-08|15:39:41.917,0.3337,0.0986,0.7740,20.0000
2024-11-08|15:39:42.121,0.5171,0.0964,0.8636,20.0000
2024-11-08|15:39:42.324,0.5171,0.0964,0.8636,20.0000
2024-11-08|15:39:42.527,0.7226,0.0895,0.9643,20.0000
2024-11-08|15:39:42.730,0.8131,0.0902,1.0502,20.0000
2024-11-08|15:39:42.931,0.8315,0.1318,1.0692,20.0000
2024-11-08|15:39:43.134,0.8319,0.1614,1.0628,20.0000
2024-11-08|15:39:43.336,0.8319,0.1741,1.0419,20.0000
2024-11-08|15:39:43.554,0.8319,0.1741,1.0419,20.0000
2024-11-08|15:39:43.756,0.8322,0.1724,1.0172,20.0000
2024-11-08|15:39:43.961,0.8323,0.1684,1.0180,20.0000
2024-11-08|15:39:44.160,0.8323,0.1635,1.0159,20.0000
2024-11-08|15:39:44.361,0.8323,0.1594,1.0041,20.0000
2024-11-08|15:39:44.563,0.8322,0.1551,0.9775,20.0000
2024-11-08|15:39:44.765,0.8322,0.1551,0.9775,20.0000
2024-11-08|15:39:44.965,0.8322,0.1495,0.9391,20.0000
2024-11-08|15:39:45.168,0.8330,0.1411,0.8986,20.0000
2024-11-08|15:39:45.373,0.8346,0.1298,0.8623,20.0000
2024-11-08|15:39:45.574,0.8353,0.1149,0.8226,20.0000
2024-11-08|15:39:45.776,0.8359,0.0940,0.7550,20.0000
2024-11-08|15:39:45.977,0.8325,0.0610,0.6378,20.0000
2024-11-08|15:39:46.180,0.8325,0.0610,0.6378,20.0000
2024-11-08|15:39:46.381,0.7741,0.0093,0.4662,20.0000
2024-11-08|15:39:46.583,0.6235,-0.0603,0.2758,20.0000
2024-11-08|15:39:46.802,0.3747,-0.1358,0.1513,20.0000
2024-11-08|15:39:47.005,0.1972,-0.1983,0.1357,20.0000
2024-11-08|15:39:47.206,0.1346,-0.2370,0.1648,20.0000
2024-11-08|15:39:47.407,0.1346,-0.2370,0.1648,20.0000
2024-11-08|15:39:47.611,0.1318,-0.2589,0.1875,20.0000
2024-11-08|15:39:47.813,0.1289,-0.2706,0.1924,20.0000
2024-11-08|15:39:48.014,0.1289,-0.2725,0.1886,20.0000
2024-11-08|15:39:48.216,0.1268,-0.2628,0.1938,20.0000
2024-11-08|15:39:48.419,0.1294,-0.2490,0.2172,20.0000
2024-11-08|15:39:48.620,0.1429,-0.2399,0.2541,20.0000
2024-11-08|15:39:48.822,0.1628,-0.2396,0.2931,20.0000
2024-11-08|15:39:49.041,0.1628,-0.2396,0.2931,20.0000
2024-11-08|15:39:49.241,0.1694,-0.2423,0.3255,20.0000
2024-11-08|15:39:49.445,0.1521,-0.2373,0.3488,20.0000
2024-11-08|15:39:49.646,0.1427,-0.2154,0.3634,20.0000
2024-11-08|15:39:49.850,0.1707,-0.1748,0.3706,20.0000
2024-11-08|15:39:50.066,0.2210,-0.1237,0.3694,20.0000
2024-11-08|15:39:50.268,0.2210,-0.1237,0.3694,20.0000
2024-11-08|15:39:50.471,0.2576,-0.0395,0.3280,20.0000
2024-11-08|15:39:50.673,0.2576,-0.0395,0.3280,20.0000
2024-11-08|15:39:50.873,0.2576,-0.0176,0.2931,20.0000
2024-11-08|15:39:51.076,0.2565,-0.0022,0.2681,20.0000
2024-11-08|15:39:51.277,0.2551,0.0136,0.2760,20.0000
2024-11-08|15:39:51.480,0.2551,0.0301,0.2949,20.0000
2024-11-08|15:39:51.683,0.2551,0.0440,0.3090,20.0000
2024-11-08|15:39:51.887,0.2551,0.0440,0.3090,20.0000
2024-11-08|15:39:52.084,0.2551,0.0556,0.3067,20.0000
2024-11-08|15:39:52.285,0.2551,0.0696,0.2861,20.0000
2024-11-08|15:39:52.489,0.2551,0.0906,0.2514,20.0000
2024-11-08|15:39:52.691,0.2430,0.1180,0.2080,20.0000
2024-11-08|15:39:52.894,0.2430,0.1180,0.2080,20.0000
2024-11-08|15:39:53.095,0.2154,0.1473,0.1582,20.0000
2024-11-08|15:39:53.297,0.2118,0.1708,0.1056,20.0000
2024-11-08|15:39:53.501,0.2100,0.1800,0.0573,20.0000
2024-11-08|15:39:53.702,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:53.904,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:54.106,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:54.308,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:54.510,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:54.713,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:54.917,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:55.117,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:55.319,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:55.524,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:55.727,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:55.930,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:56.150,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:56.353,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:56.555,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:56.757,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:56.960,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:57.163,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:57.364,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:57.564,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:57.767,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:57.969,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:58.171,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:58.371,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:58.573,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:58.775,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:58.978,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:59.179,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:59.384,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:59.585,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:59.788,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:39:59.988,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:00.191,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:00.393,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:00.594,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:00.797,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:00.998,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:01.201,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:01.403,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:01.605,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:01.809,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:02.010,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:02.211,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:02.412,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:02.616,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:02.818,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:03.021,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:03.222,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:03.428,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:03.626,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:03.828,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:04.029,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:04.231,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:04.437,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:04.637,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:04.841,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:05.040,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:05.245,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:05.445,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:05.648,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:05.851,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:06.053,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:06.258,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:06.456,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:06.660,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:06.863,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:07.064,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:07.266,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:07.467,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:07.671,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:07.870,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:08.071,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:08.273,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:08.477,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:08.680,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:08.884,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:09.085,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:09.289,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:09.488,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:09.692,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:09.896,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:10.098,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:10.301,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:10.504,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:10.707,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:10.909,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:11.111,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:11.313,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:11.515,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:11.716,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:11.918,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:12.122,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:12.324,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:12.527,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:12.727,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:12.929,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:13.129,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:13.330,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:13.531,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:13.733,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:13.935,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:14.140,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:14.343,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:14.544,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:14.747,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:14.950,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:15.153,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:15.354,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:15.556,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:15.758,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:15.963,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:16.166,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:16.370,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:16.571,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:16.774,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:16.977,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:17.178,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:17.395,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:17.615,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:17.834,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:18.038,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:18.238,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:18.440,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:18.643,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:18.845,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:19.051,0.2053,0.1664,0.0140,20.0000
2024-11-08|15:40:19.251,0.3086,0.2058,-0.1819,20.0000
2024-11-08|15:40:19.453,0.3814,0.3006,-0.1115,20.0000
2024-11-08|15:40:19.656,0.4307,0.3627,-0.0198,20.0000
2024-11-08|15:40:19.857,0.4340,0.3866,0.0530,20.0000
2024-11-08|15:40:20.061,0.4357,0.3824,0.0530,20.0000
2024-11-08|15:40:20.260,0.4357,0.3824,0.0958,20.0000
2024-11-08|15:40:20.461,0.4413,0.3691,0.1278,20.0000
2024-11-08|15:40:20.663,0.4665,0.3598,0.1666,20.0000
2024-11-08|15:40:20.865,0.5087,0.3541,0.2104,20.0000
2024-11-08|15:40:21.067,0.5195,0.3466,0.2442,20.0000
2024-11-08|15:40:21.272,0.5195,0.3466,0.2442,20.0000
2024-11-08|15:40:21.472,0.5214,0.3351,0.2587,20.0000
2024-11-08|15:40:21.673,0.5268,0.3216,0.2572,20.0000
2024-11-08|15:40:21.873,0.5536,0.3095,0.2543,20.0000
2024-11-08|15:40:22.077,0.6588,0.3158,0.2805,20.0000
2024-11-08|15:40:22.279,0.7309,0.3254,0.3246,20.0000
2024-11-08|15:40:22.481,0.7609,0.3325,0.3737,20.0000
2024-11-08|15:40:22.683,0.7609,0.3284,0.3737,20.0000
2024-11-08|15:40:22.884,0.7609,0.3284,0.4140,20.0000
2024-11-08|15:40:23.088,0.7609,0.3089,0.4397,20.0000
2024-11-08|15:40:23.288,0.7607,0.2797,0.4505,20.0000
2024-11-08|15:40:23.490,0.7594,0.2551,0.4506,20.0000
2024-11-08|15:40:23.692,0.7575,0.2447,0.4453,20.0000
2024-11-08|15:40:23.894,0.7571,0.2431,0.4358,20.0000
2024-11-08|15:40:24.097,0.7571,0.2431,0.4358,20.0000
2024-11-08|15:40:24.299,0.7571,0.2410,0.4226,20.0000
2024-11-08|15:40:24.503,0.7496,0.2364,0.4079,20.0000
2024-11-08|15:40:24.706,0.7322,0.2322,0.3961,20.0000
2024-11-08|15:40:24.911,0.7238,0.2301,0.3910,20.0000
2024-11-08|15:40:25.110,0.7212,0.2296,0.3924,20.0000
2024-11-08|15:40:25.311,0.7212,0.2296,0.3924,20.0000
2024-11-08|15:40:25.511,0.7125,0.2305,0.3936,20.0000
2024-11-08|15:40:25.713,0.6959,0.2323,0.3936,20.0000
2024-11-08|15:40:25.914,0.6686,0.2337,0.3701,20.0000
2024-11-08|15:40:26.117,0.6230,0.2318,0.3428,20.0000
2024-11-08|15:40:26.321,0.5402,0.2268,0.3126,20.0000
2024-11-08|15:40:26.523,0.4426,0.2212,0.3126,20.0000
2024-11-08|15:40:26.727,0.4426,0.2212,0.2820,20.0000
2024-11-08|15:40:26.927,0.3861,0.2170,0.2523,20.0000
2024-11-08|15:40:27.130,0.3896,0.2124,0.2265,20.0000
2024-11-08|15:40:27.349,0.3769,0.2036,0.2087,20.0000
2024-11-08|15:40:27.551,0.3700,0.1893,0.1978,20.0000
2024-11-08|15:40:27.755,0.3531,0.1716,0.1858,20.0000
2024-11-08|15:40:27.957,0.3462,0.1535,0.1657,20.0000
2024-11-08|15:40:28.160,0.3462,0.1535,0.1657,20.0000
2024-11-08|15:40:28.361,0.3375,0.1370,0.1389,20.0000
2024-11-08|15:40:28.564,0.3378,0.1227,0.1140,20.0000
2024-11-08|15:40:28.766,0.3499,0.1090,0.0951,20.0000
2024-11-08|15:40:28.967,0.3530,0.0920,0.0797,20.0000
2024-11-08|15:40:29.169,0.3554,0.0675,0.0574,20.0000
2024-11-08|15:40:29.372,0.3554,0.0343,0.0246,20.0000
2024-11-08|15:40:29.573,0.3554,0.0343,0.0246,20.0000
2024-11-08|15:40:29.775,0.3511,-0.0035,-0.0174,20.0000
2024-11-08|15:40:29.977,0.3150,-0.0399,-0.0642,20.0000
2024-11-08|15:40:30.178,0.2844,-0.0701,-0.1052,20.0000
2024-11-08|15:40:30.382,0.2600,-0.0920,-0.1315,20.0000
2024-11-08|15:40:30.584,0.2168,-0.1049,-0.1408,20.0000
2024-11-08|15:40:30.787,0.1781,-0.1075,-0.1408,20.0000
2024-11-08|15:40:30.988,0.1781,-0.1075,-0.1368,20.0000
2024-11-08|15:40:31.190,0.1662,-0.1006,-0.1224,20.0000
2024-11-08|15:40:31.390,0.1843,-0.0875,-0.1034,20.0000
2024-11-08|15:40:31.593,0.1937,-0.0725,-0.0866,20.0000
2024-11-08|15:40:31.795,0.1937,-0.0601,-0.0786,20.0000
2024-11-08|15:40:31.997,0.1937,-0.0601,-0.0786,20.0000
2024-11-08|15:40:32.200,0.1960,-0.0515,-0.0754,20.0000
2024-11-08|15:40:32.402,0.2072,-0.0428,-0.0575,20.0000
2024-11-08|15:40:32.606,0.2222,-0.0288,0.0009,20.0000
2024-11-08|15:40:32.807,0.2334,-0.0093,0.1045,20.0000
2024-11-08|15:40:33.009,0.3348,0.0138,0.2240,20.0000
2024-11-08|15:40:33.213,0.4838,0.0409,0.3343,20.0000
2024-11-08|15:40:33.416,0.6256,0.0723,0.4250,20.0000
2024-11-08|15:40:33.617,0.6256,0.0723,0.4250,20.0000
2024-11-08|15:40:33.821,0.6664,0.1026,0.4912,20.0000
2024-11-08|15:40:34.021,0.6664,0.1237,0.5335,20.0000
2024-11-08|15:40:34.224,0.6664,0.1325,0.5553,20.0000
2024-11-08|15:40:34.426,0.6664,0.1325,0.5613,20.0000
2024-11-08|15:40:34.628,0.6664,0.1294,0.5580,20.0000
2024-11-08|15:40:34.830,0.6664,0.1294,0.5580,20.0000
2024-11-08|15:40:35.032,0.6664,0.1262,0.5502,20.0000
2024-11-08|15:40:35.234,0.6662,0.1237,0.5425,20.0000
2024-11-08|15:40:35.436,0.6662,0.1231,0.5391,20.0000
2024-11-08|15:40:35.639,0.6662,0.1233,0.5400,20.0000
2024-11-08|15:40:35.839,0.6662,0.1221,0.5398,20.0000
2024-11-08|15:40:36.040,0.6649,0.1177,0.5286,20.0000
2024-11-08|15:40:36.241,0.6649,0.1177,0.5286,20.0000
2024-11-08|15:40:36.445,0.6686,0.1108,0.4961,20.0000
2024-11-08|15:40:36.647,0.6757,0.1007,0.4388,20.0000
2024-11-08|15:40:36.849,0.6831,0.0846,0.3570,20.0000
2024-11-08|15:40:37.051,0.6740,0.0614,0.2539,20.0000
2024-11-08|15:40:37.254,0.5873,0.0353,0.1385,20.0000
2024-11-08|15:40:37.455,0.5873,0.0353,0.1385,20.0000
2024-11-08|15:40:37.658,0.3984,0.0152,0.0267,20.0000
2024-11-08|15:40:37.877,0.3206,0.0064,-0.0575,20.0000
2024-11-08|15:40:38.079,0.3192,0.0058,-0.0997,20.0000
2024-11-08|15:40:38.281,0.3192,0.0055,-0.1113,20.0000
2024-11-08|15:40:38.489,0.3218,-0.0005,-0.1059,20.0000
2024-11-08|15:40:38.689,0.3244,-0.0118,-0.0971,20.0000
2024-11-08|15:40:38.892,0.3244,-0.0118,-0.0971,20.0000
2024-11-08|15:40:39.093,0.3231,-0.0222,-0.0951,20.0000
2024-11-08|15:40:39.296,0.3162,-0.0257,-0.1061,20.0000
2024-11-08|15:40:39.498,0.2953,-0.0232,-0.1290,20.0000
2024-11-08|15:40:39.699,0.2670,-0.0210,-0.1550,20.0000
2024-11-08|15:40:39.902,0.2352,-0.0210,-0.1710,20.0000
2024-11-08|15:40:40.103,0.2152,-0.0175,-0.1707,20.0000
2024-11-08|15:40:40.320,0.2152,-0.0175,-0.1707,20.0000
2024-11-08|15:40:40.522,0.2290,-0.0058,-0.1486,20.0000
2024-11-08|15:40:40.725,0.2568,0.0116,-0.1067,20.0000
2024-11-08|15:40:40.925,0.2478,0.0335,-0.0553,20.0000
2024-11-08|15:40:41.127,0.2413,0.0609,-0.0087,20.0000
2024-11-08|15:40:41.330,0.2328,0.0910,0.0266,20.0000
2024-11-08|15:40:41.530,0.2213,0.1162,0.0523,20.0000
2024-11-08|15:40:41.734,0.2213,0.1162,0.0523,20.0000
2024-11-08|15:40:41.937,0.2249,0.1314,0.0746,20.0000
2024-11-08|15:40:42.140,0.2810,0.1382,0.0927,20.0000
2024-11-08|15:40:42.343,0.3358,0.1426,0.1044,20.0000
2024-11-08|15:40:42.544,0.3573,0.1478,0.1093,20.0000
2024-11-08|15:40:42.745,0.3593,0.1545,0.1103,20.0000
2024-11-08|15:40:42.949,0.3593,0.1545,0.1103,20.0000
2024-11-08|15:40:43.150,0.3605,0.1637,0.1116,20.0000
2024-11-08|15:40:43.352,0.3759,0.1759,0.1164,20.0000
2024-11-08|15:40:43.554,0.3921,0.1890,0.1229,20.0000
2024-11-08|15:40:43.759,0.4023,0.1994,0.1284,20.0000
2024-11-08|15:40:43.959,0.4023,0.2047,0.1253,20.0000
2024-11-08|15:40:44.161,0.4023,0.2047,0.1253,20.0000
2024-11-08|15:40:44.361,0.3999,0.2038,0.1102,20.0000
2024-11-08|15:40:44.564,0.3832,0.1482,0.0589,20.0000
2024-11-08|15:40:44.765,0.3832,0.1257,0.0613,20.0000
2024-11-08|15:40:44.970,0.3832,0.1202,0.0651,20.0000
2024-11-08|15:40:45.171,0.3816,0.1332,0.0658,20.0000
2024-11-08|15:40:45.373,0.3744,0.1530,0.0638,20.0000
2024-11-08|15:40:45.576,0.3744,0.1530,0.0638,20.0000
2024-11-08|15:40:45.777,0.3424,0.1673,0.0637,20.0000
2024-11-08|15:40:45.978,0.3108,0.1726,0.0673,20.0000
2024-11-08|15:40:46.181,0.3377,0.1726,0.0711,20.0000
2024-11-08|15:40:46.384,0.3622,0.1720,0.0690,20.0000
2024-11-08|15:40:46.587,0.3878,0.1718,0.0607,20.0000
2024-11-08|15:40:46.788,0.3914,0.1709,0.0607,20.0000
2024-11-08|15:40:47.006,0.3914,0.1709,0.0491,20.0000
2024-11-08|15:40:47.208,0.3725,0.1686,0.0362,20.0000
2024-11-08|15:40:47.410,0.3487,0.1662,0.0199,20.0000
2024-11-08|15:40:47.611,0.3497,0.1646,-0.0002,20.0000
