timestamp,alpha,beta,theta,diff
2024-11-08|16:24:10.656,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:10.858,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:11.062,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:11.266,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:11.471,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:11.674,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:11.876,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:12.078,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:12.280,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:12.481,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:12.683,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:12.886,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:13.091,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:13.295,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:13.499,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:13.702,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:13.921,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:14.122,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:14.325,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:14.527,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:14.729,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:14.933,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:15.136,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:15.340,0.0617,0.1110,0.0709,100.0000
2024-11-08|16:24:15.542,0.1252,0.5629,0.0438,100.0000
2024-11-08|16:24:15.744,0.2288,0.5687,0.0099,100.0000
2024-11-08|16:24:15.946,0.2707,0.5687,0.0099,100.0000
2024-11-08|16:24:16.148,0.2707,0.5654,-0.0125,100.0000
2024-11-08|16:24:16.350,0.2924,0.5538,0.0211,100.0000
2024-11-08|16:24:16.569,0.3277,0.5402,0.1701,100.0000
2024-11-08|16:24:16.774,0.4187,0.5287,0.3843,100.0000
2024-11-08|16:24:16.977,0.4625,0.5179,0.5630,100.0000
2024-11-08|16:24:17.179,0.4770,0.5052,0.6774,100.0000
2024-11-08|16:24:17.380,0.4904,0.4899,0.7413,100.0000
2024-11-08|16:24:17.583,0.5073,0.4899,0.7784,100.0000
2024-11-08|16:24:17.785,0.5073,0.4739,0.7784,100.0000
2024-11-08|16:24:17.989,0.5532,0.4594,0.8029,100.0000
2024-11-08|16:24:18.192,0.5707,0.4468,0.8134,100.0000
2024-11-08|16:24:18.396,0.5768,0.4309,0.8311,100.0000
2024-11-08|16:24:18.597,0.5768,0.4093,0.8338,100.0000
2024-11-08|16:24:18.817,0.5768,0.3841,0.8316,100.0000
2024-11-08|16:24:19.021,0.5768,0.3570,0.8295,100.0000
2024-11-08|16:24:19.223,0.5768,0.3287,0.8286,100.0000
2024-11-08|16:24:19.425,0.5768,0.3287,0.8286,100.0000
2024-11-08|16:24:19.626,0.5504,0.3001,0.8283,100.0000
2024-11-08|16:24:19.829,0.5051,0.2722,0.8252,100.0000
2024-11-08|16:24:20.032,0.4867,0.2422,0.8095,100.0000
2024-11-08|16:24:20.235,0.4813,0.2076,0.7672,100.0000
2024-11-08|16:24:20.436,0.4813,0.1714,0.6933,100.0000
2024-11-08|16:24:20.639,0.4813,0.1714,0.6933,100.0000
2024-11-08|16:24:20.841,0.4751,0.1409,0.5970,100.0000
2024-11-08|16:24:21.044,0.4524,0.1238,0.4930,100.0000
2024-11-08|16:24:21.245,0.4283,0.1202,0.3862,100.0000
2024-11-08|16:24:21.448,0.4604,0.1215,0.3009,100.0000
2024-11-08|16:24:21.651,0.4687,0.1215,0.3009,100.0000
2024-11-08|16:24:21.856,0.4687,0.1182,0.3118,100.0000
2024-11-08|16:24:22.057,0.4546,0.1104,0.2644,100.0000
2024-11-08|16:24:22.261,0.4424,0.1012,0.2635,100.0000
2024-11-08|16:24:22.465,0.4304,0.0885,0.2852,100.0000
2024-11-08|16:24:22.667,0.4170,0.0697,0.3138,100.0000
2024-11-08|16:24:22.870,0.4102,0.0479,0.3457,100.0000
2024-11-08|16:24:23.071,0.4102,0.0479,0.3789,100.0000
2024-11-08|16:24:23.275,0.4102,0.0312,0.3789,100.0000
2024-11-08|16:24:23.477,0.4095,0.0283,0.4135,100.0000
2024-11-08|16:24:23.679,0.4084,0.0423,0.4513,100.0000
2024-11-08|16:24:23.884,0.4075,0.0711,0.4960,100.0000
2024-11-08|16:24:24.086,0.4026,0.1108,0.5508,100.0000
2024-11-08|16:24:24.288,0.3937,0.1108,0.5508,100.0000
2024-11-08|16:24:24.489,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:24.692,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:24.896,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:25.100,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:25.305,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:25.508,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:25.711,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:25.912,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:26.116,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:26.316,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:26.520,0.3937,0.1549,0.6214,100.0000
2024-11-08|16:24:26.721,0.3497,0.1435,0.2771,100.0000
2024-11-08|16:24:26.924,0.3545,0.1357,0.2500,100.0000
2024-11-08|16:24:27.128,0.3545,0.1357,0.2500,100.0000
2024-11-08|16:24:27.332,0.3751,0.1430,0.2546,100.0000
2024-11-08|16:24:27.537,0.3940,0.1594,0.2776,100.0000
2024-11-08|16:24:27.739,0.4008,0.1714,0.2973,100.0000
2024-11-08|16:24:27.941,0.4028,0.1699,0.3113,100.0000
2024-11-08|16:24:28.144,0.4062,0.1553,0.3262,100.0000
2024-11-08|16:24:28.346,0.4062,0.1553,0.3262,100.0000
2024-11-08|16:24:28.548,0.4167,0.1337,0.3414,100.0000
2024-11-08|16:24:28.751,0.4185,0.1136,0.3477,100.0000
2024-11-08|16:24:28.956,0.4185,0.1021,0.3506,100.0000
2024-11-08|16:24:29.159,0.4185,0.1025,0.3795,100.0000
2024-11-08|16:24:29.363,0.4185,0.1025,0.3795,100.0000
2024-11-08|16:24:29.566,0.4185,0.1025,0.3795,100.0000
2024-11-08|16:24:29.768,0.4115,0.0965,0.3862,100.0000
2024-11-08|16:24:29.970,0.3712,0.0906,0.3884,100.0000
2024-11-08|16:24:30.174,0.6828,0.1054,0.6218,100.0000
2024-11-08|16:24:30.375,0.6965,0.1095,0.7372,100.0000
2024-11-08|16:24:30.579,0.6965,0.0985,0.7840,100.0000
2024-11-08|16:24:30.781,0.6965,0.0985,0.7917,100.0000
2024-11-08|16:24:30.987,0.6965,0.0701,0.7917,100.0000
2024-11-08|16:24:31.189,0.6965,0.0288,0.7817,100.0000
2024-11-08|16:24:31.392,0.6965,-0.0096,0.7675,100.0000
2024-11-08|16:24:31.595,0.6949,-0.0285,0.7528,100.0000
2024-11-08|16:24:31.796,0.6949,-0.0234,0.7376,100.0000
2024-11-08|16:24:31.998,0.6949,-0.0234,0.7376,100.0000
2024-11-08|16:24:32.200,0.6949,-0.0029,0.7287,100.0000
2024-11-08|16:24:32.406,0.6949,0.0218,0.7401,100.0000
2024-11-08|16:24:32.607,0.6949,0.0396,0.7710,100.0000
2024-11-08|16:24:32.810,0.6949,0.0403,0.7944,100.0000
2024-11-08|16:24:33.012,0.6949,0.0403,0.7966,100.0000
2024-11-08|16:24:33.214,0.6949,0.0362,0.7834,100.0000
2024-11-08|16:24:33.416,0.6949,0.0362,0.7834,100.0000
2024-11-08|16:24:33.618,0.6949,0.0362,0.7834,100.0000
2024-11-08|16:24:33.819,0.6241,0.0112,0.6797,100.0000
2024-11-08|16:24:34.023,0.4474,-0.0023,0.5786,100.0000
2024-11-08|16:24:34.226,0.4306,0.0144,0.5449,100.0000
2024-11-08|16:24:34.429,0.3949,0.0144,0.5449,100.0000
2024-11-08|16:24:34.632,0.3949,0.0324,0.5798,100.0000
2024-11-08|16:24:34.836,0.3896,0.0535,0.6099,100.0000
2024-11-08|16:24:35.041,0.3892,0.0705,0.6488,100.0000
2024-11-08|16:24:35.245,0.3888,0.0800,0.6923,100.0000
2024-11-08|16:24:35.447,0.3888,0.0837,0.7392,100.0000
2024-11-08|16:24:35.649,0.3888,0.0835,0.7808,100.0000
2024-11-08|16:24:35.853,0.3888,0.0835,0.7808,100.0000
2024-11-08|16:24:36.058,0.3888,0.0770,0.8014,100.0000
2024-11-08|16:24:36.261,0.3888,0.0524,0.7188,100.0000
2024-11-08|16:24:36.464,0.3888,0.0433,0.6054,100.0000
2024-11-08|16:24:36.668,0.3830,0.0532,0.4973,100.0000
2024-11-08|16:24:36.869,0.3538,0.0532,0.4363,100.0000
2024-11-08|16:24:37.069,0.3538,0.0692,0.4363,100.0000
2024-11-08|16:24:37.271,0.3548,0.0626,0.3886,100.0000
2024-11-08|16:24:37.475,0.3548,0.0461,0.3404,100.0000
2024-11-08|16:24:37.678,0.3548,0.0222,0.2965,100.0000
2024-11-08|16:24:37.879,0.2931,-0.0218,0.1552,100.0000
2024-11-08|16:24:38.083,-0.0262,-0.0550,-0.1178,100.0000
2024-11-08|16:24:38.285,-0.0262,-0.0550,-0.1178,100.0000
2024-11-08|16:24:38.487,0.0570,-0.0713,-0.1089,100.0000
2024-11-08|16:24:38.688,0.0761,-0.0799,-0.1027,100.0000
2024-11-08|16:24:38.889,0.0761,-0.0846,-0.1074,100.0000
2024-11-08|16:24:39.091,0.0761,-0.0880,-0.1205,100.0000
2024-11-08|16:24:39.293,0.0761,-0.0880,-0.1346,100.0000
2024-11-08|16:24:39.496,0.0761,-0.0918,-0.1346,100.0000
2024-11-08|16:24:39.698,0.0788,-0.0979,-0.1442,100.0000
2024-11-08|16:24:39.903,0.0892,-0.1147,-0.1470,100.0000
2024-11-08|16:24:40.106,0.1045,-0.1421,-0.1630,100.0000
2024-11-08|16:24:40.309,0.1018,-0.1766,-0.1914,100.0000
2024-11-08|16:24:40.513,0.1018,-0.1766,-0.1914,100.0000
2024-11-08|16:24:40.716,0.1018,-0.2119,-0.2211,100.0000
2024-11-08|16:24:40.917,0.1003,-0.2406,-0.2394,100.0000
2024-11-08|16:24:41.120,0.0953,-0.2562,-0.2436,100.0000
2024-11-08|16:24:41.323,0.0787,-0.2585,-0.2440,100.0000
2024-11-08|16:24:41.525,0.0616,-0.2530,-0.2527,100.0000
2024-11-08|16:24:41.728,0.0473,-0.2431,-0.2774,100.0000
2024-11-08|16:24:41.931,0.0141,-0.2253,-0.3158,100.0000
2024-11-08|16:24:42.134,0.0141,-0.2253,-0.3158,100.0000
2024-11-08|16:24:42.338,-0.0723,-0.1961,-0.3556,100.0000
2024-11-08|16:24:42.540,-0.1677,-0.1592,-0.3845,100.0000
2024-11-08|16:24:42.743,-0.2189,-0.1246,-0.3994,100.0000
2024-11-08|16:24:42.945,-0.2435,-0.0996,-0.4041,100.0000
2024-11-08|16:24:43.146,-0.2460,-0.0854,-0.3992,100.0000
2024-11-08|16:24:43.348,-0.2460,-0.0854,-0.3992,100.0000
2024-11-08|16:24:43.554,-0.2505,-0.0783,-0.3812,100.0000
2024-11-08|16:24:43.757,-0.2723,-0.0731,-0.3479,100.0000
2024-11-08|16:24:43.960,-0.2557,-0.0648,-0.2991,100.0000
2024-11-08|16:24:44.162,-0.2512,-0.0512,-0.2386,100.0000
2024-11-08|16:24:44.366,-0.2212,-0.0512,-0.1595,100.0000
2024-11-08|16:24:44.569,-0.2212,-0.0331,-0.1595,100.0000
2024-11-08|16:24:44.775,-0.1545,-0.0138,-0.0630,100.0000
2024-11-08|16:24:44.977,-0.1075,0.0045,0.0347,100.0000
2024-11-08|16:24:45.180,-0.0640,0.0203,0.1133,100.0000
2024-11-08|16:24:45.382,-0.0011,0.0315,0.1679,100.0000
2024-11-08|16:24:45.585,0.0684,0.0366,0.2090,100.0000
2024-11-08|16:24:45.788,0.1541,0.0366,0.2500,100.0000
2024-11-08|16:24:45.992,0.1541,0.0365,0.2500,100.0000
2024-11-08|16:24:46.197,0.1894,0.0342,0.2951,100.0000
2024-11-08|16:24:46.397,0.2029,0.0330,0.3380,100.0000
2024-11-08|16:24:46.600,0.2029,0.0372,0.3739,100.0000
2024-11-08|16:24:46.802,0.2029,0.0533,0.4035,100.0000
2024-11-08|16:24:47.004,0.2029,0.0533,0.4035,100.0000
2024-11-08|16:24:47.208,0.2029,0.0845,0.4258,100.0000
2024-11-08|16:24:47.409,0.2041,0.1256,0.4427,100.0000
2024-11-08|16:24:47.611,0.2041,0.1409,0.4569,100.0000
2024-11-08|16:24:47.815,0.2973,0.1803,0.4804,100.0000
2024-11-08|16:24:48.017,0.3243,0.2078,0.5004,100.0000
2024-11-08|16:24:48.220,0.3243,0.2176,0.5033,100.0000
2024-11-08|16:24:48.423,0.3243,0.2282,0.4990,100.0000
2024-11-08|16:24:48.626,0.3243,0.2282,0.4948,100.0000
2024-11-08|16:24:48.829,0.3243,0.2418,0.4948,100.0000
2024-11-08|16:24:49.034,0.3243,0.2587,0.4986,100.0000
2024-11-08|16:24:49.239,0.3222,0.2773,0.5094,100.0000
2024-11-08|16:24:49.442,0.3191,0.2634,0.4754,100.0000
2024-11-08|16:24:49.642,0.3035,0.2441,0.4323,100.0000
2024-11-08|16:24:49.844,0.2888,0.2441,0.3855,100.0000
2024-11-08|16:24:50.049,0.2888,0.2278,0.3855,100.0000
2024-11-08|16:24:50.252,0.2694,0.2193,0.3413,100.0000
2024-11-08|16:24:50.453,0.2483,0.2124,0.2980,100.0000
2024-11-08|16:24:50.655,0.2175,0.1950,0.2532,100.0000
2024-11-08|16:24:50.873,0.2118,0.1596,0.1983,100.0000
2024-11-08|16:24:51.077,0.2174,0.1508,0.1678,100.0000
2024-11-08|16:24:51.279,0.2039,0.1508,0.0441,100.0000
2024-11-08|16:24:51.479,0.2039,0.0951,0.0441,100.0000
2024-11-08|16:24:51.683,-0.0160,0.0349,-0.1475,100.0000
2024-11-08|16:24:51.884,-0.0160,0.0201,-0.1753,100.0000
2024-11-08|16:24:52.103,-0.0138,0.0054,-0.1897,100.0000
2024-11-08|16:24:52.306,0.0148,-0.0086,-0.1893,100.0000
2024-11-08|16:24:52.510,0.1022,-0.0207,-0.1779,100.0000
2024-11-08|16:24:52.712,0.1022,-0.0207,-0.1779,100.0000
2024-11-08|16:24:52.914,0.1426,-0.0264,-0.1613,100.0000
2024-11-08|16:24:53.118,0.1559,-0.0140,-0.1364,100.0000
2024-11-08|16:24:53.322,0.1896,0.0137,-0.1185,100.0000
2024-11-08|16:24:53.526,0.2202,0.0501,-0.1001,100.0000
2024-11-08|16:24:53.730,0.2359,0.0865,-0.0670,100.0000
2024-11-08|16:24:53.935,0.2598,0.1141,-0.0192,100.0000
2024-11-08|16:24:54.139,0.2598,0.1141,-0.0192,100.0000
2024-11-08|16:24:54.340,0.2735,0.1280,0.0268,100.0000
2024-11-08|16:24:54.543,0.2793,0.1289,0.0568,100.0000
2024-11-08|16:24:54.745,0.2816,0.1217,0.0699,100.0000
2024-11-08|16:24:54.946,0.2839,0.1132,0.0759,100.0000
2024-11-08|16:24:55.147,0.2839,0.1079,0.0810,100.0000
2024-11-08|16:24:55.349,0.2839,0.1058,0.0858,100.0000
2024-11-08|16:24:55.552,0.2839,0.1058,0.0858,100.0000
2024-11-08|16:24:55.753,0.2839,0.1056,0.0866,100.0000
2024-11-08|16:24:55.956,0.2839,0.1057,0.0799,100.0000
2024-11-08|16:24:56.159,0.2839,0.1047,0.0647,100.0000
2024-11-08|16:24:56.360,0.2632,0.0992,0.0435,100.0000
2024-11-08|16:24:56.563,0.2542,0.0842,0.0226,100.0000
2024-11-08|16:24:56.766,0.2542,0.0842,0.0058,100.0000
2024-11-08|16:24:56.968,0.2542,0.0555,0.0058,100.0000
2024-11-08|16:24:57.171,0.2515,0.0112,-0.0132,100.0000
2024-11-08|16:24:57.373,0.2174,-0.0388,-0.0493,100.0000
2024-11-08|16:24:57.575,0.1690,-0.0726,-0.1029,100.0000
2024-11-08|16:24:57.793,0.1665,-0.0751,-0.1475,100.0000
2024-11-08|16:24:57.997,0.1529,-0.0751,-0.1548,100.0000
2024-11-08|16:24:58.199,0.1529,-0.0563,-0.1548,100.0000
2024-11-08|16:24:58.402,0.1476,-0.0374,-0.1326,100.0000
2024-11-08|16:24:58.606,0.1476,-0.0277,-0.1129,100.0000
2024-11-08|16:24:58.807,0.1476,-0.0239,-0.1096,100.0000
2024-11-08|16:24:59.009,0.1476,-0.0221,-0.1164,100.0000
2024-11-08|16:24:59.213,0.1476,-0.0221,-0.1164,100.0000
2024-11-08|16:24:59.417,0.1476,-0.0229,-0.1254,100.0000
2024-11-08|16:24:59.619,0.1476,-0.0273,-0.1300,100.0000
2024-11-08|16:24:59.823,0.1476,-0.0334,-0.1265,100.0000
2024-11-08|16:25:00.026,0.1476,-0.0390,-0.1175,100.0000
2024-11-08|16:25:00.244,0.1476,-0.0424,-0.1105,100.0000
2024-11-08|16:25:00.447,0.1456,-0.0438,-0.1121,100.0000
2024-11-08|16:25:00.651,0.1456,-0.0453,-0.1239,100.0000
2024-11-08|16:25:00.855,0.1456,-0.0453,-0.1239,100.0000
2024-11-08|16:25:01.057,0.1456,-0.0547,-0.1458,100.0000
2024-11-08|16:25:01.258,0.1456,-0.0799,-0.1848,100.0000
2024-11-08|16:25:01.461,0.0981,-0.1192,-0.2500,100.0000
2024-11-08|16:25:01.665,-0.0287,-0.1576,-0.3335,100.0000
2024-11-08|16:25:01.868,-0.1329,-0.1769,-0.4019,100.0000
2024-11-08|16:25:02.069,-0.1329,-0.1769,-0.4019,100.0000
2024-11-08|16:25:02.273,-0.1434,-0.1695,-0.4204,100.0000
2024-11-08|16:25:02.475,-0.1427,-0.1402,-0.3960,100.0000
2024-11-08|16:25:02.678,-0.1349,-0.0981,-0.3585,100.0000
2024-11-08|16:25:02.880,-0.1081,-0.0540,-0.3220,100.0000
2024-11-08|16:25:03.083,-0.1044,-0.0185,-0.2932,100.0000
2024-11-08|16:25:03.286,-0.1044,0.0046,-0.2775,100.0000
2024-11-08|16:25:03.488,-0.1044,0.0046,-0.2775,100.0000
2024-11-08|16:25:03.691,-0.0572,0.0183,-0.2737,100.0000
2024-11-08|16:25:03.895,-0.0302,0.0271,-0.2766,100.0000
2024-11-08|16:25:04.096,-0.0027,0.0320,-0.2809,100.0000
2024-11-08|16:25:04.298,0.0030,0.0334,-0.2801,100.0000
2024-11-08|16:25:04.502,0.0030,0.0334,-0.2635,100.0000
2024-11-08|16:25:04.705,0.0030,0.0326,-0.2635,100.0000
2024-11-08|16:25:04.906,0.0030,0.0306,-0.2288,100.0000
2024-11-08|16:25:05.109,0.0030,0.0261,-0.1892,100.0000
2024-11-08|16:25:05.313,0.0030,0.0180,-0.1625,100.0000
2024-11-08|16:25:05.515,-0.0017,0.0082,-0.1539,100.0000
2024-11-08|16:25:05.719,-0.0017,0.0082,-0.1539,100.0000
2024-11-08|16:25:05.921,-0.0010,-0.0021,-0.1534,100.0000
2024-11-08|16:25:06.139,0.0443,-0.0158,-0.1330,100.0000
2024-11-08|16:25:06.342,0.1679,-0.0369,-0.0765,100.0000
2024-11-08|16:25:06.543,0.2158,-0.0645,-0.0002,100.0000
2024-11-08|16:25:06.747,0.2228,-0.0907,0.0682,100.0000
2024-11-08|16:25:06.949,0.2205,-0.1074,0.1133,100.0000
2024-11-08|16:25:07.152,0.2205,-0.1074,0.1133,100.0000
2024-11-08|16:25:07.357,0.2163,-0.1119,0.1356,100.0000
2024-11-08|16:25:07.560,0.2155,-0.1063,0.1447,100.0000
2024-11-08|16:25:07.764,0.2154,-0.0946,0.1493,100.0000
2024-11-08|16:25:07.967,0.2165,-0.0837,0.1529,100.0000
2024-11-08|16:25:08.169,0.2165,-0.0806,0.1561,100.0000
2024-11-08|16:25:08.373,0.2165,-0.0806,0.1607,100.0000
2024-11-08|16:25:08.575,0.2165,-0.0859,0.1607,100.0000
2024-11-08|16:25:08.779,0.2165,-0.0933,0.1735,100.0000
2024-11-08|16:25:08.983,0.2165,-0.0960,0.1986,100.0000
2024-11-08|16:25:09.187,0.2165,-0.0937,0.2304,100.0000
2024-11-08|16:25:09.387,0.2201,-0.0937,0.2596,100.0000
2024-11-08|16:25:09.591,0.2231,-0.0916,0.2596,100.0000
2024-11-08|16:25:09.794,0.2231,-0.0940,0.2772,100.0000
2024-11-08|16:25:09.996,0.2228,-0.1008,0.2773,100.0000
2024-11-08|16:25:10.199,0.1725,-0.1088,0.2580,100.0000
2024-11-08|16:25:10.400,0.0931,-0.1152,0.2241,100.0000
2024-11-08|16:25:10.602,0.0221,-0.1188,0.1884,100.0000
2024-11-08|16:25:10.804,0.0174,-0.1209,0.1630,100.0000
2024-11-08|16:25:11.007,0.0588,-0.1207,0.1630,100.0000
2024-11-08|16:25:11.211,0.1363,-0.1154,0.1411,100.0000
2024-11-08|16:25:11.415,0.2028,-0.1154,0.1327,100.0000
2024-11-08|16:25:11.618,0.2028,-0.1045,0.1327,100.0000
2024-11-08|16:25:11.819,0.2207,-0.0926,0.1193,100.0000
2024-11-08|16:25:12.022,0.2222,-0.0852,0.0972,100.0000
2024-11-08|16:25:12.226,0.2231,-0.0842,0.0637,100.0000
2024-11-08|16:25:12.430,0.2233,-0.0875,0.0249,100.0000
2024-11-08|16:25:12.632,0.2270,-0.0929,-0.0098,100.0000
2024-11-08|16:25:12.837,0.2270,-0.0929,-0.0098,100.0000
2024-11-08|16:25:13.045,0.2643,-0.0995,-0.0391,100.0000
2024-11-08|16:25:13.246,0.2689,-0.1041,-0.0755,100.0000
2024-11-08|16:25:13.448,0.2684,-0.1017,-0.1242,100.0000
2024-11-08|16:25:13.650,0.2650,-0.0906,-0.1672,100.0000
2024-11-08|16:25:13.853,0.2639,-0.0752,-0.1778,100.0000
2024-11-08|16:25:14.054,0.2742,-0.0752,-0.1544,100.0000
2024-11-08|16:25:14.256,0.2742,-0.0636,-0.1544,100.0000
2024-11-08|16:25:14.458,0.2884,-0.0615,-0.1131,100.0000
2024-11-08|16:25:14.659,0.3134,-0.0696,-0.0497,100.0000
2024-11-08|16:25:14.863,0.3674,-0.0862,0.0571,100.0000
2024-11-08|16:25:15.065,0.4478,-0.1056,0.1901,100.0000
2024-11-08|16:25:15.268,0.5292,-0.1177,0.3075,100.0000
2024-11-08|16:25:15.472,0.5429,-0.1108,0.3868,100.0000
2024-11-08|16:25:15.675,0.5429,-0.1108,0.3868,100.0000
2024-11-08|16:25:15.876,0.5429,-0.0836,0.4273,100.0000
2024-11-08|16:25:16.079,0.5429,-0.0483,0.4393,100.0000
2024-11-08|16:25:16.280,0.5429,-0.0182,0.4363,100.0000
2024-11-08|16:25:16.485,0.5429,0.0018,0.4276,100.0000
2024-11-08|16:25:16.686,0.5429,0.0145,0.4217,100.0000
2024-11-08|16:25:16.890,0.5429,0.0145,0.4217,100.0000
2024-11-08|16:25:17.092,0.5429,0.0240,0.4241,100.0000
2024-11-08|16:25:17.293,0.5429,0.0315,0.4340,100.0000
2024-11-08|16:25:17.497,0.5429,0.0368,0.4470,100.0000
2024-11-08|16:25:17.700,0.5429,0.0400,0.4588,100.0000
2024-11-08|16:25:17.901,0.5429,0.0400,0.4657,100.0000
2024-11-08|16:25:18.109,0.5429,0.0412,0.4657,100.0000
2024-11-08|16:25:18.312,0.5426,0.0391,0.4606,100.0000
2024-11-08|16:25:18.517,0.5327,0.0333,0.4299,100.0000
2024-11-08|16:25:18.719,0.5091,0.0247,0.3637,100.0000
2024-11-08|16:25:18.925,0.4712,0.0145,0.2686,100.0000
2024-11-08|16:25:19.130,0.3527,0.0145,0.1711,100.0000
2024-11-08|16:25:19.334,0.3527,-0.0018,0.1711,100.0000
2024-11-08|16:25:19.537,0.2406,-0.0298,0.1028,100.0000
2024-11-08|16:25:19.742,0.2074,-0.0693,0.0689,100.0000
2024-11-08|16:25:19.945,0.2074,-0.1108,0.0505,100.0000
2024-11-08|16:25:20.145,0.2074,-0.1450,0.0381,100.0000
2024-11-08|16:25:20.346,0.2066,-0.1739,0.0272,100.0000
2024-11-08|16:25:20.549,0.2066,-0.1739,0.0272,100.0000
2024-11-08|16:25:20.751,0.1973,-0.2070,0.0084,100.0000
2024-11-08|16:25:20.955,0.1958,-0.2485,-0.0255,100.0000
2024-11-08|16:25:21.157,0.1618,-0.2932,-0.0722,100.0000
2024-11-08|16:25:21.361,0.1090,-0.3316,-0.1218,100.0000
2024-11-08|16:25:21.566,0.0415,-0.3578,-0.1613,100.0000
2024-11-08|16:25:21.782,0.0415,-0.3578,-0.1613,100.0000
2024-11-08|16:25:21.983,-0.0520,-0.3710,-0.1836,100.0000
2024-11-08|16:25:22.186,-0.0884,-0.3716,-0.1917,100.0000
2024-11-08|16:25:22.389,-0.1032,-0.3588,-0.1940,100.0000
2024-11-08|16:25:22.592,-0.1159,-0.3349,-0.2029,100.0000
2024-11-08|16:25:22.795,-0.1046,-0.3054,-0.2216,100.0000
2024-11-08|16:25:22.996,-0.1046,-0.3054,-0.2216,100.0000
2024-11-08|16:25:23.201,-0.1024,-0.2771,-0.2413,100.0000
2024-11-08|16:25:23.402,-0.1024,-0.2528,-0.2514,100.0000
2024-11-08|16:25:23.605,-0.1024,-0.2331,-0.2492,100.0000
2024-11-08|16:25:23.808,-0.1024,-0.2178,-0.2412,100.0000
2024-11-08|16:25:24.011,-0.0861,-0.2076,-0.2332,100.0000
2024-11-08|16:25:24.213,0.0242,-0.2076,-0.2251,100.0000
2024-11-08|16:25:24.415,0.0242,-0.1997,-0.2251,100.0000
2024-11-08|16:25:24.618,0.1203,-0.1877,-0.2186,100.0000
2024-11-08|16:25:24.835,0.1344,-0.1672,-0.2210,100.0000
2024-11-08|16:25:25.040,0.1341,-0.1405,-0.2398,100.0000
2024-11-08|16:25:25.245,0.1323,-0.1135,-0.2768,100.0000
2024-11-08|16:25:25.446,0.1227,-0.0902,-0.3237,100.0000
2024-11-08|16:25:25.647,0.1337,-0.0902,-0.3612,100.0000
2024-11-08|16:25:25.850,0.1337,-0.0698,-0.3612,100.0000
2024-11-08|16:25:26.054,0.1464,-0.0487,-0.3636,100.0000
2024-11-08|16:25:26.257,0.1607,-0.0228,-0.2956,100.0000
2024-11-08|16:25:26.458,0.1737,0.0081,-0.1696,100.0000
2024-11-08|16:25:26.661,0.1907,0.0391,-0.0324,100.0000
2024-11-08|16:25:26.863,0.1907,0.0391,-0.0324,100.0000
2024-11-08|16:25:27.066,0.1907,0.0482,-0.0127,100.0000
2024-11-08|16:25:27.266,0.1907,0.0602,0.0070,100.0000
2024-11-08|16:25:27.467,0.1907,0.0738,0.0273,100.0000
2024-11-08|16:25:27.670,0.1907,0.0893,0.0468,100.0000
2024-11-08|16:25:27.874,0.2438,0.0846,0.0649,100.0000
2024-11-08|16:25:28.075,0.2438,0.0846,0.0649,100.0000
2024-11-08|16:25:28.296,0.2457,0.0806,0.0756,100.0000
2024-11-08|16:25:28.500,0.2076,0.0784,0.0852,100.0000
2024-11-08|16:25:28.701,0.1813,0.0827,0.0976,100.0000
2024-11-08|16:25:28.903,0.1956,0.0949,0.1099,100.0000
2024-11-08|16:25:29.107,0.1992,0.1099,0.1200,100.0000
2024-11-08|16:25:29.311,0.1992,0.1099,0.1200,100.0000
2024-11-08|16:25:29.515,0.1970,0.1188,0.1274,100.0000
