timestamp,alpha,beta,theta,diff
2024-11-08|16:25:29.717,0.2125,0.1173,0.1305,100.0000
2024-11-08|16:25:29.922,0.2310,0.1049,0.1139,100.0000
2024-11-08|16:25:30.125,0.2446,0.0840,0.0586,100.0000
2024-11-08|16:25:30.330,0.2192,0.0578,-0.0573,100.0000
2024-11-08|16:25:30.532,0.2234,0.0578,-0.0569,100.0000
2024-11-08|16:25:30.738,0.2234,0.0519,-0.0569,100.0000
2024-11-08|16:25:30.941,0.2307,0.0376,-0.0632,100.0000
2024-11-08|16:25:31.144,0.2339,0.0198,-0.0693,100.0000
2024-11-08|16:25:31.347,0.2476,0.0035,-0.0747,100.0000
2024-11-08|16:25:31.547,0.2519,0.0045,-0.0957,100.0000
2024-11-08|16:25:31.749,0.2584,0.0045,-0.0957,100.0000
2024-11-08|16:25:31.951,0.2584,0.0104,-0.1160,100.0000
2024-11-08|16:25:32.156,0.2751,0.0184,-0.1269,100.0000
2024-11-08|16:25:32.360,0.3090,0.0207,-0.1172,100.0000
2024-11-08|16:25:32.563,0.3119,0.0120,-0.0839,100.0000
2024-11-08|16:25:32.765,0.2995,-0.0049,-0.0440,100.0000
2024-11-08|16:25:32.967,0.2797,-0.0221,-0.0152,100.0000
2024-11-08|16:25:33.169,0.3113,-0.0221,-0.0152,100.0000
2024-11-08|16:25:33.375,0.3113,-0.0357,-0.0058,100.0000
2024-11-08|16:25:33.577,0.3597,-0.0477,-0.0141,100.0000
2024-11-08|16:25:33.780,0.3856,-0.0588,-0.0303,100.0000
2024-11-08|16:25:33.983,0.3916,-0.0653,-0.0427,100.0000
2024-11-08|16:25:34.186,0.3794,-0.0649,-0.0443,100.0000
2024-11-08|16:25:34.387,0.3719,-0.0598,-0.0364,100.0000
2024-11-08|16:25:34.589,0.3719,-0.0598,-0.0364,100.0000
2024-11-08|16:25:34.792,0.3731,-0.0534,-0.0227,100.0000
2024-11-08|16:25:34.997,0.3751,-0.0484,-0.0036,100.0000
2024-11-08|16:25:35.199,0.3725,-0.0475,0.0217,100.0000
2024-11-08|16:25:35.404,0.3701,-0.0539,0.0467,100.0000
2024-11-08|16:25:35.606,0.3701,-0.0682,0.0598,100.0000
2024-11-08|16:25:35.808,0.3634,-0.0863,0.0519,100.0000
2024-11-08|16:25:36.012,0.3161,-0.1018,0.0221,100.0000
2024-11-08|16:25:36.213,0.3161,-0.1018,0.0221,100.0000
2024-11-08|16:25:36.416,0.2682,-0.1118,-0.0188,100.0000
2024-11-08|16:25:36.620,0.2552,-0.1169,-0.0561,100.0000
2024-11-08|16:25:36.841,0.2552,-0.1194,-0.0804,100.0000
2024-11-08|16:25:37.042,0.2570,-0.1199,-0.0933,100.0000
2024-11-08|16:25:37.245,0.2630,-0.1137,-0.1004,100.0000
2024-11-08|16:25:37.447,0.2630,-0.1137,-0.1004,100.0000
2024-11-08|16:25:37.651,0.2641,-0.0921,-0.1005,100.0000
2024-11-08|16:25:37.852,0.2534,-0.0546,-0.0879,100.0000
2024-11-08|16:25:38.055,0.2457,-0.0099,-0.0499,100.0000
2024-11-08|16:25:38.258,0.2765,0.0307,0.0086,100.0000
2024-11-08|16:25:38.463,0.3062,0.0612,0.0666,100.0000
2024-11-08|16:25:38.665,0.3084,0.0810,0.1032,100.0000
2024-11-08|16:25:38.866,0.3084,0.0810,0.1133,100.0000
2024-11-08|16:25:39.070,0.3084,0.0908,0.1133,100.0000
2024-11-08|16:25:39.272,0.3084,0.0943,0.1067,100.0000
2024-11-08|16:25:39.475,0.3084,0.0987,0.1009,100.0000
2024-11-08|16:25:39.678,0.3084,0.1088,0.1077,100.0000
2024-11-08|16:25:39.880,0.3084,0.1230,0.1314,100.0000
2024-11-08|16:25:40.084,0.3084,0.1367,0.1731,100.0000
2024-11-08|16:25:40.287,0.3084,0.1367,0.1731,100.0000
2024-11-08|16:25:40.489,0.3084,0.1469,0.2276,100.0000
2024-11-08|16:25:40.690,0.3084,0.1530,0.2829,100.0000
2024-11-08|16:25:40.894,0.3101,0.1546,0.3273,100.0000
2024-11-08|16:25:41.097,0.3137,0.1515,0.3622,100.0000
2024-11-08|16:25:41.300,0.3137,0.1476,0.4016,100.0000
2024-11-08|16:25:41.502,0.3137,0.1476,0.4505,100.0000
2024-11-08|16:25:41.706,0.3137,0.1458,0.4505,100.0000
2024-11-08|16:25:41.908,0.3013,0.1450,0.4978,100.0000
2024-11-08|16:25:42.115,0.2289,0.1361,0.4941,100.0000
2024-11-08|16:25:42.318,0.1573,0.1342,0.4949,100.0000
2024-11-08|16:25:42.521,0.1224,0.1342,0.4949,100.0000
2024-11-08|16:25:42.732,0.1224,0.1410,0.5081,100.0000
2024-11-08|16:25:42.936,0.0933,0.1550,0.5347,100.0000
2024-11-08|16:25:43.137,0.0874,0.1698,0.5690,100.0000
2024-11-08|16:25:43.341,0.0828,0.1809,0.6055,100.0000
2024-11-08|16:25:43.543,0.0828,0.1898,0.6401,100.0000
2024-11-08|16:25:43.745,0.0828,0.2013,0.6691,100.0000
2024-11-08|16:25:43.947,0.0805,0.2192,0.6912,100.0000
2024-11-08|16:25:44.150,0.0805,0.2192,0.6912,100.0000
2024-11-08|16:25:44.356,0.0892,0.2014,0.6559,100.0000
2024-11-08|16:25:44.559,0.0744,0.1850,0.6168,100.0000
2024-11-08|16:25:44.762,0.0323,0.1584,0.5700,100.0000
2024-11-08|16:25:44.965,0.0280,0.1070,0.4946,100.0000
2024-11-08|16:25:45.168,0.0299,0.1070,0.4946,100.0000
2024-11-08|16:25:45.370,0.0299,0.0271,0.3478,100.0000
2024-11-08|16:25:45.573,0.0433,-0.0662,0.0468,100.0000
2024-11-08|16:25:45.777,0.0608,-0.0707,0.0362,100.0000
2024-11-08|16:25:45.978,0.0647,-0.0793,0.0121,100.0000
2024-11-08|16:25:46.182,0.0647,-0.0927,-0.0028,100.0000
2024-11-08|16:25:46.386,0.0647,-0.0927,-0.0028,100.0000
2024-11-08|16:25:46.588,0.0647,-0.1059,0.0023,100.0000
2024-11-08|16:25:46.790,0.0647,-0.1110,0.0156,100.0000
2024-11-08|16:25:46.993,0.0882,-0.1024,0.0222,100.0000
2024-11-08|16:25:47.196,0.1095,-0.0816,0.0174,100.0000
2024-11-08|16:25:47.399,0.1164,-0.0557,0.0047,100.0000
2024-11-08|16:25:47.602,0.1182,-0.0557,-0.0082,100.0000
2024-11-08|16:25:47.803,0.1182,-0.0325,-0.0082,100.0000
2024-11-08|16:25:48.006,0.1155,-0.0095,-0.0285,100.0000
2024-11-08|16:25:48.209,0.1155,0.0047,-0.0357,100.0000
2024-11-08|16:25:48.412,0.1188,0.0142,-0.0291,100.0000
2024-11-08|16:25:48.616,0.1188,0.0247,-0.0276,100.0000
2024-11-08|16:25:48.820,0.1188,0.0393,-0.0439,100.0000
2024-11-08|16:25:49.024,0.1188,0.0393,-0.0439,100.0000
2024-11-08|16:25:49.229,0.1173,0.0553,-0.0699,100.0000
2024-11-08|16:25:49.429,0.1151,0.0680,-0.0892,100.0000
2024-11-08|16:25:49.632,0.0968,0.0762,-0.0969,100.0000
2024-11-08|16:25:49.835,0.0702,0.0823,-0.1085,100.0000
2024-11-08|16:25:50.037,0.0722,0.0882,-0.1381,100.0000
2024-11-08|16:25:50.240,0.0722,0.0882,-0.1381,100.0000
2024-11-08|16:25:50.444,0.1097,0.0920,-0.1782,100.0000
2024-11-08|16:25:50.648,0.1195,0.0890,-0.2047,100.0000
2024-11-08|16:25:50.853,0.1207,0.0755,-0.2004,100.0000
2024-11-08|16:25:51.060,0.1708,0.0529,-0.1651,100.0000
2024-11-08|16:25:51.263,0.3653,0.0290,-0.0909,100.0000
2024-11-08|16:25:51.466,0.3653,0.0290,-0.0909,100.0000
2024-11-08|16:25:51.669,0.5640,0.0137,0.0302,100.0000
2024-11-08|16:25:51.873,0.6507,0.0083,0.1643,100.0000
2024-11-08|16:25:52.077,0.6631,0.0042,0.2706,100.0000
2024-11-08|16:25:52.279,0.6631,-0.0096,0.3353,100.0000
2024-11-08|16:25:52.483,0.6631,-0.0378,0.3657,100.0000
2024-11-08|16:25:52.687,0.6631,-0.0759,0.3771,100.0000
2024-11-08|16:25:52.892,0.6631,-0.0759,0.3805,100.0000
2024-11-08|16:25:53.095,0.6631,-0.1140,0.3805,100.0000
2024-11-08|16:25:53.300,0.6631,-0.1444,0.3795,100.0000
2024-11-08|16:25:53.506,0.6631,-0.1668,0.3776,100.0000
2024-11-08|16:25:53.707,0.6631,-0.1864,0.3765,100.0000
2024-11-08|16:25:53.909,0.6631,-0.2064,0.3751,100.0000
2024-11-08|16:25:54.112,0.6631,-0.2064,0.3751,100.0000
2024-11-08|16:25:54.315,0.6631,-0.2222,0.3702,100.0000
2024-11-08|16:25:54.521,0.6631,-0.2256,0.3603,100.0000
2024-11-08|16:25:54.726,0.6631,-0.2162,0.3453,100.0000
2024-11-08|16:25:54.930,0.6631,-0.2032,0.3200,100.0000
2024-11-08|16:25:55.135,0.6627,-0.1972,0.2697,100.0000
2024-11-08|16:25:55.338,0.6096,-0.1972,0.2697,100.0000
2024-11-08|16:25:55.541,0.6096,-0.1980,0.1830,100.0000
2024-11-08|16:25:55.743,0.4599,-0.1983,0.0645,100.0000
2024-11-08|16:25:55.946,0.2910,-0.1909,-0.0579,100.0000
2024-11-08|16:25:56.149,0.1631,-0.1754,-0.1475,100.0000
2024-11-08|16:25:56.352,0.1050,-0.1571,-0.1913,100.0000
2024-11-08|16:25:56.554,0.0828,-0.1414,-0.1994,100.0000
2024-11-08|16:25:56.758,0.0828,-0.1414,-0.1994,100.0000
2024-11-08|16:25:56.960,0.0556,-0.1286,-0.1790,100.0000
2024-11-08|16:25:57.162,0.0594,-0.1146,-0.1498,100.0000
2024-11-08|16:25:57.365,0.0281,-0.0974,-0.1275,100.0000
2024-11-08|16:25:57.571,0.0267,-0.0798,-0.1149,100.0000
2024-11-08|16:25:57.775,0.0922,-0.0684,-0.1060,100.0000
2024-11-08|16:25:57.978,0.0922,-0.0684,-0.1060,100.0000
2024-11-08|16:25:58.183,0.1542,-0.0680,-0.0950,100.0000
2024-11-08|16:25:58.385,0.1842,-0.0786,-0.0860,100.0000
2024-11-08|16:25:58.603,0.1966,-0.0983,-0.0921,100.0000
2024-11-08|16:25:58.806,0.1939,-0.1250,-0.1253,100.0000
2024-11-08|16:25:59.009,0.1925,-0.1551,-0.1859,100.0000
2024-11-08|16:25:59.211,0.1925,-0.1815,-0.2549,100.0000
2024-11-08|16:25:59.415,0.1925,-0.1815,-0.3015,100.0000
2024-11-08|16:25:59.617,0.1925,-0.1945,-0.3015,100.0000
2024-11-08|16:25:59.819,0.1946,-0.1884,-0.3079,100.0000
2024-11-08|16:26:00.023,0.2125,-0.1670,-0.2861,100.0000
2024-11-08|16:26:00.225,0.2148,-0.1398,-0.2594,100.0000
2024-11-08|16:26:00.428,0.2110,-0.1167,-0.2449,100.0000
2024-11-08|16:26:00.632,0.2031,-0.1051,-0.2453,100.0000
2024-11-08|16:26:00.836,0.2063,-0.1051,-0.2527,100.0000
2024-11-08|16:26:01.040,0.2063,-0.1055,-0.2527,100.0000
2024-11-08|16:26:01.244,0.2332,-0.1130,-0.2557,100.0000
2024-11-08|16:26:01.447,0.2450,-0.1203,-0.2523,100.0000
2024-11-08|16:26:01.655,0.2468,-0.1225,-0.2523,100.0000
2024-11-08|16:26:01.859,0.2383,-0.1190,-0.2600,100.0000
2024-11-08|16:26:02.061,0.2383,-0.1190,-0.2600,100.0000
2024-11-08|16:26:02.265,0.2099,-0.1116,-0.2705,100.0000
2024-11-08|16:26:02.469,0.1654,-0.1028,-0.2762,100.0000
2024-11-08|16:26:02.676,0.0995,-0.0950,-0.2773,100.0000
2024-11-08|16:26:02.880,0.0686,-0.0902,-0.2812,100.0000
2024-11-08|16:26:03.082,0.0721,-0.0911,-0.2936,100.0000
2024-11-08|16:26:03.285,0.0873,-0.0911,-0.3159,100.0000
2024-11-08|16:26:03.488,0.0873,-0.1017,-0.3159,100.0000
2024-11-08|16:26:03.692,0.1230,-0.1233,-0.3508,100.0000
2024-11-08|16:26:03.896,0.1228,-0.1511,-0.4029,100.0000
2024-11-08|16:26:04.100,0.1201,-0.1730,-0.4689,100.0000
2024-11-08|16:26:04.305,0.1137,-0.1791,-0.5334,100.0000
2024-11-08|16:26:04.510,0.1080,-0.1720,-0.5802,100.0000
2024-11-08|16:26:04.715,0.1080,-0.1720,-0.5802,100.0000
2024-11-08|16:26:04.923,0.0972,-0.1632,-0.6167,100.0000
2024-11-08|16:26:05.126,0.0596,-0.1610,-0.6548,100.0000
2024-11-08|16:26:05.327,0.0303,-0.1653,-0.6777,100.0000
2024-11-08|16:26:05.529,0.0439,-0.1706,-0.6655,100.0000
2024-11-08|16:26:05.735,0.0743,-0.1706,-0.6287,100.0000
2024-11-08|16:26:05.935,0.0743,-0.1724,-0.6287,100.0000
2024-11-08|16:26:06.139,0.0970,-0.1707,-0.5962,100.0000
2024-11-08|16:26:06.342,0.1073,-0.1676,-0.5745,100.0000
2024-11-08|16:26:06.546,0.1073,-0.1654,-0.5501,100.0000
2024-11-08|16:26:06.752,0.1118,-0.1639,-0.5137,100.0000
2024-11-08|16:26:06.957,0.1118,-0.1639,-0.5137,100.0000
2024-11-08|16:26:07.160,0.1268,-0.1597,-0.4721,100.0000
2024-11-08|16:26:07.363,0.1605,-0.1505,-0.4253,100.0000
2024-11-08|16:26:07.563,0.1897,-0.1397,-0.3635,100.0000
2024-11-08|16:26:07.765,0.2189,-0.1357,-0.2888,100.0000
2024-11-08|16:26:07.972,0.2548,-0.1434,-0.2134,100.0000
2024-11-08|16:26:08.175,0.2735,-0.1576,-0.1490,100.0000
2024-11-08|16:26:08.377,0.2860,-0.1576,-0.1490,100.0000
2024-11-08|16:26:08.579,0.2860,-0.1592,-0.0921,100.0000
2024-11-08|16:26:08.782,0.2982,-0.1297,-0.0353,100.0000
2024-11-08|16:26:08.987,0.3090,-0.0673,0.0174,100.0000
2024-11-08|16:26:09.191,0.3102,0.0129,0.0548,100.0000
2024-11-08|16:26:09.393,0.3102,0.0922,0.0741,100.0000
2024-11-08|16:26:09.595,0.3102,0.0922,0.0741,100.0000
2024-11-08|16:26:09.799,0.3102,0.1617,0.0818,100.0000
2024-11-08|16:26:10.002,0.3096,0.2176,0.0886,100.0000
2024-11-08|16:26:10.207,0.3081,0.2590,0.1007,100.0000
2024-11-08|16:26:10.410,0.3215,0.2858,0.1167,100.0000
2024-11-08|16:26:10.614,0.3386,0.3009,0.1314,100.0000
2024-11-08|16:26:10.819,0.3386,0.3009,0.1314,100.0000
2024-11-08|16:26:11.023,0.3527,0.3097,0.1386,100.0000
2024-11-08|16:26:11.227,0.3543,0.3181,0.1336,100.0000
2024-11-08|16:26:11.429,0.3402,0.3275,0.1163,100.0000
2024-11-08|16:26:11.634,0.3140,0.3361,0.0899,100.0000
2024-11-08|16:26:11.837,0.3010,0.3414,0.0594,100.0000
2024-11-08|16:26:12.040,0.3010,0.3399,0.0242,100.0000
2024-11-08|16:26:12.244,0.2996,0.3286,-0.0236,100.0000
2024-11-08|16:26:12.448,0.2996,0.3286,-0.0236,100.0000
2024-11-08|16:26:12.653,0.2865,0.3045,-0.0857,100.0000
2024-11-08|16:26:12.857,0.2613,0.2663,-0.1451,100.0000
2024-11-08|16:26:13.060,0.2337,0.2158,-0.1735,100.0000
2024-11-08|16:26:13.263,0.2120,0.1558,-0.1517,100.0000
2024-11-08|16:26:13.464,0.2087,0.0910,-0.0989,100.0000
2024-11-08|16:26:13.669,0.2087,0.0910,-0.0989,100.0000
2024-11-08|16:26:13.869,0.2022,0.0287,-0.0506,100.0000
2024-11-08|16:26:14.074,0.1915,-0.0213,-0.0277,100.0000
2024-11-08|16:26:14.276,0.1626,-0.0560,-0.0308,100.0000
2024-11-08|16:26:14.478,0.1326,-0.0826,-0.0472,100.0000
2024-11-08|16:26:14.697,0.1102,-0.1098,-0.0629,100.0000
2024-11-08|16:26:14.899,0.1070,-0.1358,-0.0740,100.0000
2024-11-08|16:26:15.102,0.1070,-0.1358,-0.0740,100.0000
2024-11-08|16:26:15.306,0.1055,-0.1540,-0.0834,100.0000
2024-11-08|16:26:15.508,0.1048,-0.1617,-0.0920,100.0000
2024-11-08|16:26:15.710,0.1048,-0.1626,-0.0978,100.0000
2024-11-08|16:26:15.913,0.1048,-0.1602,-0.0972,100.0000
2024-11-08|16:26:16.116,0.1048,-0.1561,-0.0900,100.0000
2024-11-08|16:26:16.319,0.1048,-0.1561,-0.0900,100.0000
2024-11-08|16:26:16.524,0.1048,-0.1530,-0.0784,100.0000
2024-11-08|16:26:16.727,0.1048,-0.1533,-0.0687,100.0000
2024-11-08|16:26:16.928,0.1010,-0.1575,-0.0728,100.0000
2024-11-08|16:26:17.131,0.0792,-0.1633,-0.1001,100.0000
2024-11-08|16:26:17.333,0.0322,-0.1633,-0.1470,100.0000
2024-11-08|16:26:17.536,0.0322,-0.1692,-0.1470,100.0000
2024-11-08|16:26:17.739,0.0111,-0.1763,-0.1907,100.0000
2024-11-08|16:26:17.942,0.0146,-0.1835,-0.2068,100.0000
2024-11-08|16:26:18.143,0.0037,-0.1862,-0.1982,100.0000
2024-11-08|16:26:18.345,-0.0156,-0.1807,-0.1865,100.0000
2024-11-08|16:26:18.550,0.0342,-0.1807,-0.1865,100.0000
2024-11-08|16:26:18.752,0.0342,-0.1680,-0.1829,100.0000
2024-11-08|16:26:18.953,0.0960,-0.1525,-0.1839,100.0000
2024-11-08|16:26:19.155,0.0980,-0.1371,-0.1843,100.0000
2024-11-08|16:26:19.357,0.0980,-0.1208,-0.1841,100.0000
2024-11-08|16:26:19.561,0.1158,-0.1017,-0.1849,100.0000
2024-11-08|16:26:19.762,0.1359,-0.0807,-0.1864,100.0000
2024-11-08|16:26:19.965,0.1359,-0.0807,-0.1864,100.0000
2024-11-08|16:26:20.167,0.1470,-0.0620,-0.1907,100.0000
2024-11-08|16:26:20.369,0.1469,-0.0490,-0.2047,100.0000
2024-11-08|16:26:20.573,0.1530,-0.0423,-0.2350,100.0000
2024-11-08|16:26:20.773,0.1481,-0.0391,-0.2785,100.0000
2024-11-08|16:26:20.975,0.1467,-0.0391,-0.2785,100.0000
2024-11-08|16:26:21.176,0.1467,-0.0354,-0.3216,100.0000
2024-11-08|16:26:21.375,0.1432,-0.0286,-0.3512,100.0000
2024-11-08|16:26:21.600,0.1688,-0.0189,-0.3607,100.0000
2024-11-08|16:26:21.802,0.1747,-0.0094,-0.3517,100.0000
2024-11-08|16:26:22.007,0.1813,-0.0043,-0.3317,100.0000
2024-11-08|16:26:22.209,0.1813,-0.0046,-0.3118,100.0000
2024-11-08|16:26:22.413,0.1813,-0.0046,-0.3118,100.0000
2024-11-08|16:26:22.616,0.1740,-0.0059,-0.2980,100.0000
2024-11-08|16:26:22.819,0.1434,-0.0135,-0.2790,100.0000
2024-11-08|16:26:23.021,0.1110,-0.0198,-0.2595,100.0000
2024-11-08|16:26:23.223,0.1089,-0.0270,-0.2421,100.0000
2024-11-08|16:26:23.427,0.1083,-0.0380,-0.2299,100.0000
2024-11-08|16:26:23.628,0.1083,-0.0380,-0.2299,100.0000
2024-11-08|16:26:23.831,0.1083,-0.0504,-0.2247,100.0000
2024-11-08|16:26:24.035,0.0996,-0.0570,-0.2237,100.0000
2024-11-08|16:26:24.239,0.0799,-0.0519,-0.2182,100.0000
2024-11-08|16:26:24.440,0.0403,-0.0361,-0.1993,100.0000
2024-11-08|16:26:24.643,-0.0157,-0.0361,-0.1663,100.0000
2024-11-08|16:26:24.845,-0.0157,-0.0162,-0.1663,100.0000
2024-11-08|16:26:25.047,-0.0409,0.0030,-0.1329,100.0000
2024-11-08|16:26:25.250,-0.0680,0.0193,-0.1214,100.0000
2024-11-08|16:26:25.451,-0.0680,0.0193,-0.1214,100.0000
2024-11-08|16:26:25.657,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:25.863,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:26.064,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:26.262,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:26.464,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:26.666,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:26.869,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:27.073,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:27.275,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:27.479,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:27.697,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:27.902,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:28.105,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:28.307,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:28.508,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:28.711,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:28.914,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:29.116,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:29.318,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:29.519,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:29.721,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:29.924,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:30.125,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:30.329,-0.0680,0.0193,-0.1214,146.0000
2024-11-08|16:26:30.531,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:30.732,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:30.935,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:31.138,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:31.342,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:31.544,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:31.749,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:31.953,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:32.158,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:32.361,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:32.566,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:32.768,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:32.970,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:33.175,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:33.377,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:33.580,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:33.783,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:33.985,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:34.187,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:34.389,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:34.592,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:34.811,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:35.015,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:35.217,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:35.419,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:35.623,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:35.825,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:36.027,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:36.228,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:36.430,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:36.632,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:36.835,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:37.036,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:37.238,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:37.441,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:37.641,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:37.844,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:38.062,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:38.266,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:38.467,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:38.670,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:38.873,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:39.076,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:39.280,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:39.482,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:39.683,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:39.884,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:40.085,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:40.287,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:40.489,-0.0680,0.0193,-0.1214,147.0000
2024-11-08|16:26:40.690,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:40.892,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:41.093,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:41.297,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:41.498,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:41.700,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:41.900,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:42.103,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:42.323,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:42.526,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:42.729,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:42.932,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:43.136,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:43.340,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:43.542,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:43.748,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:43.951,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:44.153,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:44.360,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:44.563,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:44.746,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:44.969,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:45.172,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:45.374,-0.0680,0.0193,-0.1214,1.0000
2024-11-08|16:26:45.577,-0.0680,0.0193,-0.1214,2.0000
2024-11-08|16:26:45.780,-0.0680,0.0193,-0.1214,2.0000
2024-11-08|16:26:45.981,-0.0680,0.0193,-0.1214,2.0000
2024-11-08|16:26:46.183,-0.0680,0.0193,-0.1214,2.0000
2024-11-08|16:26:46.385,-0.0680,0.0193,-0.1214,2.0000
2024-11-08|16:26:46.588,-0.0680,0.0193,-0.1214,2.0000
2024-11-08|16:26:46.789,-0.0680,0.0193,-0.1214,2.0000
2024-11-08|16:26:46.993,-0.0680,0.0193,-0.1214,2.0000
2024-11-08|16:26:47.194,-0.0680,0.0193,-0.1214,2.0000
