timestamp,alpha,beta,theta,diff
2024-11-08|13:35:34.647,0.1233,0.1066,0.2267,10.0000
2024-11-08|13:35:34.849,0.1233,0.1066,0.2267,10.0000
2024-11-08|13:35:35.050,0.0919,0.1108,0.2145,10.0000
2024-11-08|13:35:35.254,0.0321,0.1227,0.1691,10.0000
2024-11-08|13:35:35.458,0.0110,0.1450,0.1133,10.0000
2024-11-08|13:35:35.659,0.0536,0.1708,0.0546,10.0000
2024-11-08|13:35:35.860,0.0817,0.1710,0.0229,10.0000
2024-11-08|13:35:36.064,0.0817,0.1692,0.0026,10.0000
2024-11-08|13:35:36.265,0.0817,0.1692,0.0026,10.0000
2024-11-08|13:35:36.466,0.0817,0.1644,-0.0076,10.0000
2024-11-08|13:35:36.670,0.0796,0.1579,-0.0163,10.0000
2024-11-08|13:35:36.872,0.0770,0.1560,-0.0274,10.0000
2024-11-08|13:35:37.075,0.0694,0.1664,-0.0368,10.0000
2024-11-08|13:35:37.277,0.0815,0.1894,-0.0422,10.0000
2024-11-08|13:35:37.479,0.0815,0.1894,-0.0422,10.0000
2024-11-08|13:35:37.697,0.1311,0.2186,-0.0510,10.0000
2024-11-08|13:35:37.899,0.2096,0.2499,-0.0813,10.0000
2024-11-08|13:35:38.103,0.2540,0.2847,-0.1463,10.0000
2024-11-08|13:35:38.306,0.2528,0.3250,-0.2466,10.0000
2024-11-08|13:35:38.509,0.2511,0.3250,-0.2466,10.0000
2024-11-08|13:35:38.709,0.2459,0.3250,-0.2466,10.0000
2024-11-08|13:35:38.912,0.2459,0.3250,-0.2466,10.0000
2024-11-08|13:35:39.114,0.2427,0.3250,-0.2466,10.0000
2024-11-08|13:35:39.316,0.2427,0.3250,-0.2466,10.0000
2024-11-08|13:35:39.521,0.2346,0.2300,0.1327,10.0000
2024-11-08|13:35:39.722,0.2247,0.2275,0.0987,10.0000
2024-11-08|13:35:39.924,0.2371,0.2266,0.0632,10.0000
2024-11-08|13:35:40.125,0.2371,0.2266,0.0632,10.0000
2024-11-08|13:35:40.327,0.2392,0.2252,0.0285,10.0000
2024-11-08|13:35:40.530,0.2367,0.2201,-0.0059,10.0000
2024-11-08|13:35:40.731,0.2306,0.2152,-0.0383,10.0000
2024-11-08|13:35:40.933,0.2262,0.2173,-0.0642,10.0000
2024-11-08|13:35:41.136,0.2257,0.2268,-0.0722,10.0000
2024-11-08|13:35:41.337,0.2257,0.2268,-0.0722,10.0000
2024-11-08|13:35:41.543,0.2292,0.2372,-0.0546,10.0000
2024-11-08|13:35:41.745,0.1932,0.2420,-0.0153,10.0000
2024-11-08|13:35:41.949,0.1015,0.2413,0.0336,10.0000
2024-11-08|13:35:42.150,0.0160,0.2398,0.0778,10.0000
2024-11-08|13:35:42.352,-0.0175,0.2441,0.1076,10.0000
2024-11-08|13:35:42.554,-0.0175,0.2441,0.1076,10.0000
2024-11-08|13:35:42.757,-0.0261,0.2504,0.1195,10.0000
2024-11-08|13:35:42.958,-0.0028,0.2575,0.1247,10.0000
2024-11-08|13:35:43.161,0.0410,0.2632,0.1352,10.0000
2024-11-08|13:35:43.364,0.1389,0.2655,0.1545,10.0000
2024-11-08|13:35:43.566,0.2861,0.2654,0.1779,10.0000
2024-11-08|13:35:43.769,0.3922,0.2676,0.2014,10.0000
2024-11-08|13:35:43.971,0.3922,0.2676,0.2014,10.0000
2024-11-08|13:35:44.176,0.4208,0.2753,0.2227,10.0000
2024-11-08|13:35:44.376,0.4155,0.2859,0.2389,10.0000
2024-11-08|13:35:44.579,0.4144,0.2940,0.2466,10.0000
2024-11-08|13:35:44.781,0.4105,0.2980,0.2428,10.0000
2024-11-08|13:35:44.985,0.4091,0.2998,0.2266,10.0000
2024-11-08|13:35:45.187,0.4091,0.2998,0.2266,10.0000
2024-11-08|13:35:45.388,0.4091,0.3001,0.2213,10.0000
2024-11-08|13:35:45.590,0.4091,0.3049,0.2027,10.0000
2024-11-08|13:35:45.791,0.4091,0.3114,0.1740,10.0000
2024-11-08|13:35:46.010,0.4091,0.3150,0.1445,10.0000
2024-11-08|13:35:46.211,0.4077,0.3140,0.1227,10.0000
2024-11-08|13:35:46.413,0.4077,0.3140,0.1227,10.0000
2024-11-08|13:35:46.615,0.3955,0.3105,0.1093,10.0000
2024-11-08|13:35:46.819,0.3913,0.3103,0.0946,10.0000
2024-11-08|13:35:47.020,0.3913,0.3178,0.0673,10.0000
2024-11-08|13:35:47.223,0.3872,0.3320,0.0228,10.0000
2024-11-08|13:35:47.425,0.3705,0.3464,-0.0430,10.0000
2024-11-08|13:35:47.627,0.3705,0.3464,-0.0430,10.0000
2024-11-08|13:35:47.829,0.2962,0.3561,-0.1380,10.0000
2024-11-08|13:35:48.031,0.1606,0.3561,-0.1380,10.0000
2024-11-08|13:35:48.233,0.0576,0.3561,-0.1380,10.0000
2024-11-08|13:35:48.434,-0.0222,0.3561,-0.1380,10.0000
2024-11-08|13:35:48.636,-0.0222,0.3561,-0.1380,10.0000
2024-11-08|13:35:48.858,-0.0012,0.3561,-0.1380,10.0000
2024-11-08|13:35:49.057,0.0664,0.3561,-0.1380,10.0000
2024-11-08|13:35:49.262,0.1806,0.0556,0.1850,10.0000
2024-11-08|13:35:49.462,0.2769,0.0478,0.1535,10.0000
2024-11-08|13:35:49.662,0.3035,0.0517,0.1361,10.0000
2024-11-08|13:35:49.865,0.3035,0.0618,0.1215,10.0000
2024-11-08|13:35:50.067,0.3035,0.0618,0.1215,10.0000
2024-11-08|13:35:50.273,0.3035,0.0715,0.0988,10.0000
2024-11-08|13:35:50.472,0.3035,0.0770,0.0670,10.0000
2024-11-08|13:35:50.675,0.3035,0.0780,0.0318,10.0000
2024-11-08|13:35:50.875,0.3035,0.0757,0.0027,10.0000
2024-11-08|13:35:51.078,0.3035,0.0718,-0.0087,10.0000
2024-11-08|13:35:51.279,0.3035,0.0718,-0.0087,10.0000
2024-11-08|13:35:51.481,0.3035,0.0669,0.0019,10.0000
2024-11-08|13:35:51.687,0.3064,0.0610,0.0242,10.0000
2024-11-08|13:35:51.888,0.3144,0.0539,0.0405,10.0000
2024-11-08|13:35:52.091,0.3055,0.0355,0.0237,10.0000
2024-11-08|13:35:52.292,0.3042,0.0249,-0.0137,10.0000
2024-11-08|13:35:52.496,0.3042,0.0249,-0.0137,10.0000
2024-11-08|13:35:52.700,0.3024,0.0201,-0.0527,10.0000
2024-11-08|13:35:52.902,0.3024,0.0184,-0.0835,10.0000
2024-11-08|13:35:53.106,0.2920,0.0187,-0.1120,10.0000
2024-11-08|13:35:53.308,0.2433,0.0208,-0.1456,10.0000
2024-11-08|13:35:53.510,0.1844,0.0269,-0.1806,10.0000
2024-11-08|13:35:53.714,0.1844,0.0269,-0.1806,10.0000
2024-11-08|13:35:53.915,0.1486,0.0388,-0.2036,10.0000
2024-11-08|13:35:54.119,0.1282,0.0560,-0.2028,10.0000
2024-11-08|13:35:54.321,0.1193,0.0537,-0.1850,10.0000
2024-11-08|13:35:54.523,0.0987,0.0538,-0.1678,10.0000
2024-11-08|13:35:54.724,0.0987,0.0538,-0.1678,10.0000
2024-11-08|13:35:54.927,0.0638,0.0560,-0.1685,10.0000
2024-11-08|13:35:55.130,0.0459,0.0605,-0.2059,10.0000
2024-11-08|13:35:55.331,0.0426,0.0682,-0.2924,10.0000
2024-11-08|13:35:55.534,0.0356,0.0803,-0.4179,10.0000
2024-11-08|13:35:55.737,-0.0128,0.0985,-0.5382,10.0000
2024-11-08|13:35:55.941,-0.0128,0.0985,-0.5382,10.0000
2024-11-08|13:35:56.142,-0.0296,0.1229,-0.5908,10.0000
2024-11-08|13:35:56.344,-0.0302,0.1517,-0.5791,10.0000
2024-11-08|13:35:56.546,-0.0479,0.1826,-0.5514,10.0000
2024-11-08|13:35:56.749,-0.1039,0.2155,-0.5253,10.0000
