timestamp,alpha,beta,theta,diff
2024-11-08|13:27:22.023,0.2349,0.6144,0.4650,24.0000
2024-11-08|13:27:22.226,0.2349,0.6192,0.4164,24.0000
2024-11-08|13:27:22.429,0.2349,0.6109,0.3745,24.0000
2024-11-08|13:27:22.631,0.2349,0.6109,0.3745,24.0000
2024-11-08|13:27:22.834,0.2349,0.6002,0.3391,24.0000
2024-11-08|13:27:23.037,0.2349,0.5948,0.1606,24.0000
2024-11-08|13:27:23.241,0.2277,0.6100,-0.0126,24.0000
2024-11-08|13:27:23.445,0.2052,0.6201,0.1214,24.0000
2024-11-08|13:27:23.662,0.1946,0.6294,0.2149,24.0000
2024-11-08|13:27:23.887,0.1946,0.6294,0.2149,24.0000
2024-11-08|13:27:24.091,0.1713,0.6357,0.2149,24.0000
2024-11-08|13:27:24.296,0.0976,0.6370,0.2725,24.0000
2024-11-08|13:27:24.499,0.0121,0.6324,0.2710,24.0000
2024-11-08|13:27:24.702,0.0121,0.6324,0.2710,24.0000
2024-11-08|13:27:24.906,-0.0398,0.6227,0.2742,24.0000
2024-11-08|13:27:25.105,-0.0674,0.6185,0.3172,24.0000
2024-11-08|13:27:25.307,-0.0609,0.6077,0.3826,24.0000
2024-11-08|13:27:25.510,-0.0484,0.5907,0.4514,24.0000
2024-11-08|13:27:25.711,-0.0472,0.5706,0.5042,24.0000
2024-11-08|13:27:25.914,-0.0472,0.5706,0.5042,24.0000
2024-11-08|13:27:26.117,-0.0858,0.5525,0.5365,24.0000
2024-11-08|13:27:26.319,-0.1809,0.5528,0.5606,24.0000
2024-11-08|13:27:26.522,-0.2678,0.5564,0.5868,24.0000
2024-11-08|13:27:26.722,-0.2249,0.5555,0.6095,24.0000
2024-11-08|13:27:26.926,-0.1681,0.5452,0.6205,24.0000
2024-11-08|13:27:27.128,-0.1681,0.5452,0.6205,24.0000
2024-11-08|13:27:27.329,-0.1073,0.5259,0.6173,24.0000
2024-11-08|13:27:27.532,-0.0630,0.4991,0.6094,24.0000
2024-11-08|13:27:27.734,-0.0430,0.4661,0.6124,24.0000
2024-11-08|13:27:27.938,-0.0250,0.4314,0.6365,24.0000
2024-11-08|13:27:28.141,-0.0002,0.4042,0.6771,24.0000
2024-11-08|13:27:28.347,-0.0002,0.4042,0.6771,24.0000
2024-11-08|13:27:28.550,0.0171,0.3922,0.7235,24.0000
2024-11-08|13:27:28.752,0.0222,0.3918,0.7586,24.0000
2024-11-08|13:27:28.954,0.0526,0.3918,0.7586,24.0000
2024-11-08|13:27:29.158,0.1341,0.3918,0.7586,24.0000
2024-11-08|13:27:29.360,0.2268,0.3918,0.7586,24.0000
2024-11-08|13:27:29.561,0.2828,0.3918,0.7586,24.0000
2024-11-08|13:27:29.765,0.2857,0.6225,0.7629,24.0000
2024-11-08|13:27:29.970,0.2857,0.6225,0.7629,24.0000
2024-11-08|13:27:30.173,0.2857,0.6255,0.7491,24.0000
2024-11-08|13:27:30.374,0.2857,0.6073,0.7249,24.0000
2024-11-08|13:27:30.577,0.2857,0.5802,0.7068,24.0000
2024-11-08|13:27:30.782,0.2857,0.5553,0.6979,24.0000
2024-11-08|13:27:30.985,0.2956,0.5363,0.6998,24.0000
2024-11-08|13:27:31.187,0.2956,0.5363,0.6998,24.0000
2024-11-08|13:27:31.391,0.3161,0.5218,0.7103,24.0000
2024-11-08|13:27:31.593,0.3316,0.5138,0.7193,24.0000
2024-11-08|13:27:31.793,0.3319,0.5152,0.7159,24.0000
2024-11-08|13:27:31.997,0.3319,0.5224,0.6987,24.0000
2024-11-08|13:27:32.199,0.3319,0.5272,0.6739,24.0000
2024-11-08|13:27:32.401,0.3319,0.5246,0.6739,24.0000
2024-11-08|13:27:32.605,0.3319,0.5246,0.6491,24.0000
2024-11-08|13:27:32.808,0.3319,0.5212,0.6331,24.0000
2024-11-08|13:27:33.010,0.3306,0.5084,0.5976,24.0000
2024-11-08|13:27:33.212,0.2960,0.4892,0.5447,24.0000
2024-11-08|13:27:33.415,0.1913,0.4677,0.5447,24.0000
2024-11-08|13:27:33.618,0.1913,0.4677,0.4887,24.0000
2024-11-08|13:27:33.820,0.0933,0.4505,0.4429,24.0000
2024-11-08|13:27:34.022,0.0607,0.4428,0.4049,24.0000
2024-11-08|13:27:34.223,0.1125,0.4466,0.3668,24.0000
2024-11-08|13:27:34.425,0.1803,0.4594,0.3255,24.0000
2024-11-08|13:27:34.628,0.2176,0.4763,0.2732,24.0000
2024-11-08|13:27:34.830,0.2359,0.4931,0.1983,24.0000
2024-11-08|13:27:35.031,0.2359,0.4931,0.1983,24.0000
2024-11-08|13:27:35.232,0.2415,0.5041,0.1040,24.0000
2024-11-08|13:27:35.435,0.2253,0.5046,0.0221,24.0000
2024-11-08|13:27:35.636,0.1965,0.4940,-0.0138,24.0000
2024-11-08|13:27:35.840,0.1766,0.4773,-0.0119,24.0000
2024-11-08|13:27:36.040,0.1577,0.4619,-0.0036,24.0000
2024-11-08|13:27:36.258,0.1569,0.4508,0.0009,24.0000
2024-11-08|13:27:36.461,0.1569,0.4508,0.0009,24.0000
2024-11-08|13:27:36.665,0.1608,0.4416,0.0046,24.0000
2024-11-08|13:27:36.867,0.1655,0.4327,0.0130,24.0000
2024-11-08|13:27:37.069,0.1660,0.4257,0.0268,24.0000
2024-11-08|13:27:37.273,0.1660,0.4225,0.0412,24.0000
2024-11-08|13:27:37.475,0.1664,0.4227,0.0522,24.0000
2024-11-08|13:27:37.679,0.1671,0.4246,0.0558,24.0000
2024-11-08|13:27:37.880,0.1671,0.4246,0.0558,24.0000
2024-11-08|13:27:38.081,0.1671,0.4163,0.0567,24.0000
2024-11-08|13:27:38.283,0.1441,0.3991,0.0437,24.0000
2024-11-08|13:27:38.485,0.1174,0.3759,0.0212,24.0000
2024-11-08|13:27:38.689,0.1191,0.3505,-0.0038,24.0000
2024-11-08|13:27:38.891,0.1191,0.3505,-0.0038,24.0000
2024-11-08|13:27:39.094,0.1314,0.3267,-0.0258,24.0000
2024-11-08|13:27:39.296,0.1446,0.3102,-0.0450,24.0000
2024-11-08|13:27:39.500,0.1193,0.3090,-0.0628,24.0000
2024-11-08|13:27:39.701,0.0897,0.3251,-0.0775,24.0000
2024-11-08|13:27:39.903,0.0706,0.3507,-0.0895,24.0000
2024-11-08|13:27:40.107,0.0628,0.3749,-0.0987,24.0000
2024-11-08|13:27:40.324,0.0624,0.3928,-0.0987,24.0000
2024-11-08|13:27:40.525,0.0624,0.3928,-0.1093,24.0000
2024-11-08|13:27:40.730,0.0515,0.3928,-0.1093,24.0000
2024-11-08|13:27:40.929,0.0434,0.3928,-0.1093,24.0000
2024-11-08|13:27:41.133,0.0232,0.3928,-0.1093,24.0000
2024-11-08|13:27:41.338,-0.0066,0.3928,-0.1093,24.0000
2024-11-08|13:27:41.542,-0.0066,0.3928,-0.1093,24.0000
2024-11-08|13:27:41.743,-0.0267,0.3928,-0.1093,24.0000
2024-11-08|13:27:41.944,-0.0610,0.3928,-0.1093,24.0000
2024-11-08|13:27:42.148,-0.0612,0.5848,0.6725,24.0000
2024-11-08|13:27:42.350,0.0583,0.5463,0.6085,24.0000
2024-11-08|13:27:42.569,0.1841,0.5110,0.5497,24.0000
2024-11-08|13:27:42.773,0.2292,0.5110,0.5497,24.0000
2024-11-08|13:27:42.976,0.2292,0.5110,0.5497,24.0000
2024-11-08|13:27:43.178,0.2217,0.5110,0.5497,24.0000
2024-11-08|13:27:43.381,0.2000,0.5110,0.5497,24.0000
2024-11-08|13:27:43.585,0.2162,0.5110,0.5497,24.0000
2024-11-08|13:27:43.786,0.3013,0.5110,0.5497,24.0000
2024-11-08|13:27:43.990,0.3013,0.5110,0.5497,24.0000
2024-11-08|13:27:44.191,0.3013,0.5110,0.5497,24.0000
2024-11-08|13:27:44.394,0.3013,0.5110,0.5497,24.0000
2024-11-08|13:27:44.595,0.3013,0.5110,0.5497,24.0000
2024-11-08|13:27:44.795,0.3013,0.5110,0.5497,24.0000
2024-11-08|13:27:44.998,0.3154,0.4482,0.5075,24.0000
2024-11-08|13:27:45.199,0.3154,0.3961,0.4113,24.0000
2024-11-08|13:27:45.401,0.3154,0.3961,0.4113,24.0000
2024-11-08|13:27:45.603,0.3158,0.3961,0.4113,24.0000
2024-11-08|13:27:45.805,0.3176,0.3961,0.4113,24.0000
2024-11-08|13:27:46.022,0.3176,0.3961,0.4113,24.0000
2024-11-08|13:27:46.225,0.3176,0.3961,0.4113,24.0000
2024-11-08|13:27:46.427,0.2943,0.3961,0.4113,24.0000
2024-11-08|13:27:46.630,0.2943,0.3961,0.4113,24.0000
2024-11-08|13:27:46.832,0.2830,0.3961,0.4113,24.0000
2024-11-08|13:27:47.036,0.2819,0.3961,0.4113,24.0000
2024-11-08|13:27:47.240,0.2806,0.3961,0.4113,24.0000
2024-11-08|13:27:47.441,0.2379,0.3961,0.4113,24.0000
2024-11-08|13:27:47.641,0.2379,0.3961,0.4113,24.0000
2024-11-08|13:27:47.844,0.2379,0.3961,0.4113,24.0000
2024-11-08|13:27:48.044,0.2379,0.3961,0.4113,24.0000
2024-11-08|13:27:48.247,0.2379,0.3961,0.4113,24.0000
2024-11-08|13:27:48.463,0.2379,0.3961,0.4113,24.0000
2024-11-08|13:27:48.664,0.2221,0.3961,0.4113,24.0000
2024-11-08|13:27:48.868,0.2009,0.3961,0.4113,24.0000
2024-11-08|13:27:49.070,0.1454,0.3961,0.4113,24.0000
2024-11-08|13:27:49.272,0.1454,0.3961,0.4113,24.0000
2024-11-08|13:27:49.474,0.1192,0.3961,0.4113,24.0000
2024-11-08|13:27:49.677,0.0500,0.3961,0.4113,24.0000
2024-11-08|13:27:49.879,0.0232,0.3961,0.4113,24.0000
2024-11-08|13:27:50.081,0.0768,0.3961,0.4113,24.0000
2024-11-08|13:27:50.284,0.1114,0.3961,0.4113,24.0000
2024-11-08|13:27:50.485,0.1114,0.3961,0.4113,24.0000
2024-11-08|13:27:50.686,0.1455,0.3961,0.4113,24.0000
2024-11-08|13:27:50.890,0.1633,0.3961,0.4113,24.0000
2024-11-08|13:27:51.090,0.1633,0.3961,0.4113,24.0000
2024-11-08|13:27:51.293,0.1632,0.3961,0.4113,24.0000
2024-11-08|13:27:51.495,0.1521,0.3961,0.4113,24.0000
2024-11-08|13:27:51.698,0.1521,0.3961,0.4113,24.0000
2024-11-08|13:27:51.899,0.1406,0.3961,0.4113,24.0000
2024-11-08|13:27:52.102,0.1437,0.3961,0.4113,24.0000
2024-11-08|13:27:52.305,0.1935,0.3961,0.4113,24.0000
2024-11-08|13:27:52.508,0.2399,0.3961,0.4113,24.0000
2024-11-08|13:27:52.708,0.2775,0.3961,0.4113,24.0000
2024-11-08|13:27:52.910,0.2821,0.3961,0.4113,24.0000
2024-11-08|13:27:53.111,0.2821,0.3961,0.4113,24.0000
2024-11-08|13:27:53.313,0.2795,0.3961,0.4113,24.0000
2024-11-08|13:27:53.516,0.2789,0.3961,0.4113,24.0000
2024-11-08|13:27:53.720,0.2711,0.3961,0.4113,24.0000
2024-11-08|13:27:53.923,0.2504,0.3961,0.4113,24.0000
2024-11-08|13:27:54.141,0.2305,0.3961,0.4113,24.0000
2024-11-08|13:27:54.343,0.2174,0.3961,0.4113,24.0000
2024-11-08|13:27:54.547,0.2174,0.3961,0.4113,24.0000
2024-11-08|13:27:54.749,0.2138,0.3961,0.4113,24.0000
2024-11-08|13:27:54.952,0.2255,0.3961,0.4113,24.0000
2024-11-08|13:27:55.156,0.2309,0.3961,0.4113,24.0000
2024-11-08|13:27:55.358,0.2480,0.3961,0.4113,24.0000
2024-11-08|13:27:55.558,0.2480,0.3961,0.4113,24.0000
2024-11-08|13:27:55.760,0.2875,0.3961,0.4113,24.0000
2024-11-08|13:27:55.962,0.3387,0.3961,0.4113,24.0000
2024-11-08|13:27:56.165,0.3826,0.3961,0.4113,24.0000
2024-11-08|13:27:56.367,0.4041,0.3961,0.4113,24.0000
2024-11-08|13:27:56.569,0.3923,0.3961,0.4113,24.0000
2024-11-08|13:27:56.769,0.3664,0.3961,0.4113,24.0000
2024-11-08|13:27:56.972,0.3664,0.3961,0.4113,24.0000
2024-11-08|13:27:57.191,0.3664,0.3961,0.4113,24.0000
2024-11-08|13:27:57.393,0.3664,0.3961,0.4113,24.0000
2024-11-08|13:27:57.596,0.3686,0.3961,0.4113,24.0000
2024-11-08|13:27:57.800,0.3686,0.3961,0.4113,24.0000
2024-11-08|13:27:58.001,0.3686,0.3961,0.4113,24.0000
2024-11-08|13:27:58.206,0.3686,0.3961,0.4113,24.0000
2024-11-08|13:27:58.407,0.3686,0.3961,0.4113,24.0000
2024-11-08|13:27:58.609,0.3686,0.3961,0.4113,24.0000
2024-11-08|13:27:58.813,0.3660,0.3961,0.4113,24.0000
2024-11-08|13:27:59.014,0.3547,0.3961,0.4113,24.0000
2024-11-08|13:27:59.220,0.3210,0.3961,0.4113,24.0000
2024-11-08|13:27:59.423,0.3210,0.3961,0.4113,24.0000
2024-11-08|13:27:59.626,0.2959,0.3961,0.4113,24.0000
2024-11-08|13:27:59.828,0.2617,0.3961,0.4113,24.0000
2024-11-08|13:28:00.031,0.2158,0.3961,0.4113,24.0000
2024-11-08|13:28:00.234,0.1849,0.3961,0.4113,24.0000
2024-11-08|13:28:00.436,0.1284,0.3961,0.4113,24.0000
2024-11-08|13:28:00.654,0.0468,0.3961,0.4113,24.0000
2024-11-08|13:28:00.872,0.0468,0.3961,0.4113,24.0000
2024-11-08|13:28:01.075,-0.0319,0.3961,0.4113,24.0000
2024-11-08|13:28:01.277,-0.0317,0.3961,0.4113,24.0000
2024-11-08|13:28:01.479,-0.0379,0.3961,0.4113,24.0000
2024-11-08|13:28:01.682,-0.0379,0.3961,0.4113,24.0000
2024-11-08|13:28:01.884,-0.0399,0.3961,0.4113,24.0000
2024-11-08|13:28:02.086,-0.0399,0.3961,0.4113,24.0000
2024-11-08|13:28:02.288,-0.0487,0.3961,0.4113,24.0000
2024-11-08|13:28:02.491,-0.0385,0.3961,0.4113,24.0000
2024-11-08|13:28:02.694,-0.0314,0.3961,0.4113,24.0000
2024-11-08|13:28:02.896,-0.0457,0.3961,0.4113,24.0000
2024-11-08|13:28:03.100,-0.0494,0.3961,0.4113,24.0000
2024-11-08|13:28:03.301,-0.0494,0.3961,0.4113,24.0000
2024-11-08|13:28:03.521,-0.0432,0.3961,0.4113,24.0000
2024-11-08|13:28:03.722,-0.0432,0.3961,0.4113,24.0000
2024-11-08|13:28:03.925,-0.0655,0.2710,0.6741,24.0000
2024-11-08|13:28:04.127,-0.1253,0.2790,0.6033,24.0000
2024-11-08|13:28:04.328,-0.1198,0.3022,0.5396,24.0000
2024-11-08|13:28:04.531,-0.1198,0.3022,0.5396,24.0000
2024-11-08|13:28:04.735,-0.1201,0.3322,0.4823,24.0000
2024-11-08|13:28:04.936,-0.1309,0.3581,0.4357,24.0000
2024-11-08|13:28:05.139,-0.1368,0.3733,0.4074,24.0000
2024-11-08|13:28:05.340,-0.1331,0.3786,0.4069,24.0000
2024-11-08|13:28:05.541,-0.1275,0.3779,0.4295,24.0000
2024-11-08|13:28:05.741,-0.1275,0.3779,0.4295,24.0000
2024-11-08|13:28:05.946,-0.1230,0.3742,0.4401,24.0000
2024-11-08|13:28:06.148,-0.1229,0.3757,0.4065,24.0000
2024-11-08|13:28:06.350,-0.1306,0.3814,0.3247,24.0000
2024-11-08|13:28:06.557,-0.1134,0.3717,0.3129,24.0000
2024-11-08|13:28:06.757,-0.1134,0.3717,0.3129,24.0000
2024-11-08|13:28:06.959,-0.0585,0.3606,0.2977,24.0000
2024-11-08|13:28:07.161,-0.0372,0.3474,0.2823,24.0000
2024-11-08|13:28:07.364,-0.0455,0.3336,0.2646,24.0000
2024-11-08|13:28:07.566,-0.0503,0.3277,0.2480,24.0000
2024-11-08|13:28:07.770,-0.0503,0.3242,0.2350,24.0000
2024-11-08|13:28:07.970,-0.0503,0.3204,0.2330,24.0000
2024-11-08|13:28:08.172,-0.0503,0.3204,0.2330,24.0000
2024-11-08|13:28:08.374,-0.0351,0.3120,0.2409,24.0000
2024-11-08|13:28:08.575,0.0219,0.2986,0.2500,24.0000
2024-11-08|13:28:08.793,0.0439,0.2864,0.2481,24.0000
2024-11-08|13:28:08.996,0.0478,0.2791,0.2211,24.0000
2024-11-08|13:28:09.197,0.0478,0.2743,0.1600,24.0000
2024-11-08|13:28:09.399,0.0478,0.2682,0.1600,24.0000
2024-11-08|13:28:09.602,0.0478,0.2682,0.0707,24.0000
2024-11-08|13:28:09.804,0.0411,0.2599,-0.0192,24.0000
2024-11-08|13:28:10.007,0.0187,0.2511,-0.0779,24.0000
2024-11-08|13:28:10.207,0.0041,0.2432,-0.1013,24.0000
2024-11-08|13:28:10.409,0.0207,0.2389,-0.1080,24.0000
2024-11-08|13:28:10.612,0.0207,0.2389,-0.1080,24.0000
2024-11-08|13:28:10.815,0.0449,0.2412,-0.1026,24.0000
2024-11-08|13:28:11.019,0.0474,0.2498,-0.0843,24.0000
2024-11-08|13:28:11.223,0.0373,0.2594,-0.0587,24.0000
2024-11-08|13:28:11.424,0.0281,0.2642,-0.0367,24.0000
2024-11-08|13:28:11.626,0.0448,0.2618,-0.0259,24.0000
2024-11-08|13:28:11.829,0.0729,0.2562,-0.0264,24.0000
2024-11-08|13:28:12.031,0.0729,0.2562,-0.0264,24.0000
2024-11-08|13:28:12.233,0.0767,0.2517,-0.0334,24.0000
2024-11-08|13:28:12.435,0.0775,0.2478,-0.0390,24.0000
2024-11-08|13:28:12.638,0.0685,0.2438,-0.0354,24.0000
2024-11-08|13:28:12.840,0.0480,0.2426,-0.0203,24.0000
2024-11-08|13:28:13.044,0.0403,0.2478,-0.0008,24.0000
2024-11-08|13:28:13.249,0.0463,0.2565,0.0154,24.0000
2024-11-08|13:28:13.449,0.0463,0.2565,0.0154,24.0000
2024-11-08|13:28:13.647,0.0465,0.2626,0.0243,24.0000
2024-11-08|13:28:13.851,0.0465,0.2641,0.0235,24.0000
2024-11-08|13:28:14.053,0.0733,0.2649,0.0132,24.0000
2024-11-08|13:28:14.257,0.1155,0.2680,-0.0071,24.0000
2024-11-08|13:28:14.459,0.1265,0.2728,-0.0071,24.0000
2024-11-08|13:28:14.663,0.1265,0.2728,-0.0344,24.0000
2024-11-08|13:28:14.866,0.1250,0.2763,-0.0617,24.0000
2024-11-08|13:28:15.067,0.1227,0.2781,-0.0846,24.0000
2024-11-08|13:28:15.273,0.1221,0.2806,-0.1008,24.0000
2024-11-08|13:28:15.475,0.1168,0.2844,-0.1086,24.0000
2024-11-08|13:28:15.677,0.0929,0.2859,-0.1065,24.0000
2024-11-08|13:28:15.878,0.0929,0.2859,-0.1065,24.0000
2024-11-08|13:28:16.081,0.0675,0.2822,-0.1024,24.0000
2024-11-08|13:28:16.299,0.0610,0.2747,-0.1091,24.0000
2024-11-08|13:28:16.503,0.0644,0.2672,-0.1271,24.0000
2024-11-08|13:28:16.702,0.0593,0.2625,-0.1431,24.0000
2024-11-08|13:28:16.906,0.0558,0.2648,-0.1443,24.0000
2024-11-08|13:28:17.108,0.0558,0.2648,-0.1443,24.0000
2024-11-08|13:28:17.311,0.0477,0.2783,-0.1248,24.0000
2024-11-08|13:28:17.528,0.0455,0.2994,-0.0866,24.0000
2024-11-08|13:28:17.733,0.0455,0.3158,-0.0426,24.0000
2024-11-08|13:28:17.935,0.0485,0.3184,-0.0066,24.0000
2024-11-08|13:28:18.136,0.0420,0.3082,0.0136,24.0000
2024-11-08|13:28:18.336,0.0310,0.2936,0.0195,24.0000
2024-11-08|13:28:18.556,0.0241,0.2804,0.0209,24.0000
2024-11-08|13:28:18.759,0.0241,0.2804,0.0209,24.0000
2024-11-08|13:28:18.961,0.0168,0.2675,0.0232,24.0000
2024-11-08|13:28:19.165,0.0028,0.2533,0.0313,24.0000
2024-11-08|13:28:19.366,-0.0116,0.2399,0.0519,24.0000
2024-11-08|13:28:19.567,-0.0116,0.2306,0.0876,24.0000
2024-11-08|13:28:19.771,-0.0116,0.2306,0.0876,24.0000
2024-11-08|13:28:19.972,-0.0116,0.2252,0.1296,24.0000
2024-11-08|13:28:20.176,-0.0116,0.2211,0.1619,24.0000
2024-11-08|13:28:20.379,-0.0115,0.2157,0.1755,24.0000
2024-11-08|13:28:20.583,-0.0100,0.2054,0.1714,24.0000
2024-11-08|13:28:20.785,-0.0094,0.1863,0.1525,24.0000
2024-11-08|13:28:20.988,-0.0094,0.1863,0.1525,24.0000
2024-11-08|13:28:21.191,-0.0094,0.1600,0.1223,24.0000
2024-11-08|13:28:21.394,-0.0094,0.1363,0.1088,24.0000
2024-11-08|13:28:21.597,-0.0145,0.1242,0.0997,24.0000
2024-11-08|13:28:21.815,-0.0469,0.1254,0.1047,24.0000
2024-11-08|13:28:22.020,-0.1197,0.1307,0.1251,24.0000
2024-11-08|13:28:22.222,-0.1197,0.1307,0.1251,24.0000
2024-11-08|13:28:22.425,-0.2386,0.1321,0.1530,24.0000
2024-11-08|13:28:22.628,-0.3632,0.1293,0.1805,24.0000
2024-11-08|13:28:22.830,-0.3987,0.1267,0.1979,24.0000
2024-11-08|13:28:23.030,-0.3506,0.1293,0.1921,24.0000
2024-11-08|13:28:23.232,-0.3219,0.1398,0.1485,24.0000
2024-11-08|13:28:23.433,-0.3219,0.1398,0.1485,24.0000
2024-11-08|13:28:23.637,-0.3094,0.1561,0.0586,24.0000
2024-11-08|13:28:23.839,-0.2972,0.1709,-0.0740,24.0000
2024-11-08|13:28:24.042,-0.2723,0.1709,-0.0740,24.0000
2024-11-08|13:28:24.244,-0.2017,0.1709,-0.0740,24.0000
2024-11-08|13:28:24.450,-0.1587,0.1709,-0.0740,24.0000
2024-11-08|13:28:24.647,-0.1324,0.1709,-0.0740,24.0000
2024-11-08|13:28:24.851,-0.1324,0.1709,-0.0740,24.0000
2024-11-08|13:28:25.053,-0.0655,0.4095,0.5444,24.0000
2024-11-08|13:28:25.257,0.0547,0.4036,0.5530,24.0000
2024-11-08|13:28:25.459,0.1927,0.4040,0.5603,24.0000
2024-11-08|13:28:25.662,0.3026,0.4029,0.5626,24.0000
2024-11-08|13:28:25.878,0.3423,0.3942,0.5536,24.0000
2024-11-08|13:28:26.081,0.3423,0.3942,0.5536,24.0000
2024-11-08|13:28:26.283,0.3784,0.3777,0.5329,24.0000
2024-11-08|13:28:26.485,0.4043,0.3572,0.5045,24.0000
2024-11-08|13:28:26.690,0.4195,0.3371,0.4758,24.0000
2024-11-08|13:28:26.892,0.4207,0.3201,0.4522,24.0000
2024-11-08|13:28:27.091,0.4207,0.3068,0.4343,24.0000
2024-11-08|13:28:27.310,0.4223,0.2965,0.4343,24.0000
2024-11-08|13:28:27.510,0.4223,0.2965,0.4178,24.0000
2024-11-08|13:28:27.712,0.4275,0.2881,0.4001,24.0000
2024-11-08|13:28:27.915,0.4375,0.2661,0.3757,24.0000
2024-11-08|13:28:28.120,0.4440,0.2434,0.3482,24.0000
2024-11-08|13:28:28.322,0.4459,0.2227,0.3202,24.0000
2024-11-08|13:28:28.524,0.4459,0.2061,0.2968,24.0000
2024-11-08|13:28:28.742,0.4459,0.2061,0.2968,24.0000
2024-11-08|13:28:28.944,0.4447,0.1968,0.2790,24.0000
2024-11-08|13:28:29.146,0.4413,0.1965,0.2599,24.0000
2024-11-08|13:28:29.347,0.4292,0.2011,0.2341,24.0000
2024-11-08|13:28:29.549,0.3708,0.2052,0.2036,24.0000
2024-11-08|13:28:29.751,0.3142,0.2068,0.1750,24.0000
2024-11-08|13:28:29.957,0.3142,0.2068,0.1750,24.0000
2024-11-08|13:28:30.157,0.2847,0.2086,0.1539,24.0000
2024-11-08|13:28:30.359,0.2691,0.2121,0.1425,24.0000
2024-11-08|13:28:30.559,0.2531,0.2164,0.1637,24.0000
2024-11-08|13:28:30.762,0.2023,0.2192,0.2704,24.0000
2024-11-08|13:28:30.964,0.1228,0.2190,0.4535,24.0000
2024-11-08|13:28:31.166,0.0967,0.2146,0.4535,24.0000
2024-11-08|13:28:31.371,0.1023,0.2079,0.7522,24.0000
2024-11-08|13:28:31.573,0.1023,0.2079,0.7522,24.0000
2024-11-08|13:28:31.776,0.1040,0.2030,0.8150,24.0000
2024-11-08|13:28:31.979,0.0706,0.2046,0.8342,24.0000
2024-11-08|13:28:32.183,0.0391,0.2117,0.8315,24.0000
2024-11-08|13:28:32.385,0.0364,0.2168,0.8224,24.0000
2024-11-08|13:28:32.588,0.0308,0.2168,0.8149,24.0000
2024-11-08|13:28:32.790,0.0182,0.2168,0.8149,24.0000
2024-11-08|13:28:33.009,0.0182,0.2168,0.8162,24.0000
2024-11-08|13:28:33.211,0.0114,0.2242,0.8284,24.0000
2024-11-08|13:28:33.413,0.0121,0.2388,0.8465,24.0000
2024-11-08|13:28:33.615,0.0092,0.2539,0.8622,24.0000
2024-11-08|13:28:33.821,-0.0082,0.2666,0.8701,24.0000
2024-11-08|13:28:34.024,-0.0085,0.2802,0.8657,24.0000
2024-11-08|13:28:34.229,-0.0085,0.2802,0.8657,24.0000
2024-11-08|13:28:34.429,-0.0085,0.2980,0.8370,24.0000
2024-11-08|13:28:34.633,-0.0085,0.3189,0.7656,24.0000
2024-11-08|13:28:34.837,-0.0085,0.3413,0.6406,24.0000
2024-11-08|13:28:35.040,-0.0206,0.3653,0.4749,24.0000
2024-11-08|13:28:35.240,-0.0578,0.3933,0.4749,24.0000
2024-11-08|13:28:35.443,-0.0578,0.3933,0.3238,24.0000
2024-11-08|13:28:35.644,-0.1392,0.4233,0.2546,24.0000
2024-11-08|13:28:35.847,-0.2027,0.4481,0.2564,24.0000
2024-11-08|13:28:36.054,-0.2426,0.4623,0.2769,24.0000
2024-11-08|13:28:36.250,-0.2755,0.4650,0.2898,24.0000
2024-11-08|13:28:36.451,-0.2775,0.4600,0.2781,24.0000
2024-11-08|13:28:36.657,-0.2775,0.4600,0.2781,24.0000
2024-11-08|13:28:36.859,-0.2127,0.4524,0.2339,24.0000
2024-11-08|13:28:37.059,-0.1803,0.4469,0.1622,24.0000
2024-11-08|13:28:37.262,-0.1774,0.4460,0.0863,24.0000
2024-11-08|13:28:37.463,-0.1345,0.4507,0.0357,24.0000
2024-11-08|13:28:37.666,-0.1072,0.4594,0.0190,24.0000
2024-11-08|13:28:37.874,-0.0974,0.4699,0.0190,24.0000
2024-11-08|13:28:38.073,-0.0974,0.4699,0.0228,24.0000
2024-11-08|13:28:38.291,-0.0938,0.4822,0.0316,24.0000
2024-11-08|13:28:38.492,-0.0886,0.4970,0.0397,24.0000
2024-11-08|13:28:38.694,-0.0856,0.5156,0.0518,24.0000
2024-11-08|13:28:38.899,-0.0761,0.5366,0.0711,24.0000
2024-11-08|13:28:39.100,-0.0633,0.5564,0.0908,24.0000
2024-11-08|13:28:39.303,-0.0633,0.5564,0.0908,24.0000
2024-11-08|13:28:39.508,-0.0601,0.5730,0.1000,24.0000
2024-11-08|13:28:39.711,-0.0601,0.5876,0.1001,24.0000
2024-11-08|13:28:39.915,-0.0601,0.6012,0.1039,24.0000
2024-11-08|13:28:40.122,-0.0604,0.6141,0.1190,24.0000
2024-11-08|13:28:40.324,-0.0604,0.6269,0.1409,24.0000
2024-11-08|13:28:40.524,-0.0604,0.6269,0.1409,24.0000
2024-11-08|13:28:40.726,-0.0671,0.6411,0.1614,24.0000
2024-11-08|13:28:40.930,-0.0920,0.6570,0.1769,24.0000
2024-11-08|13:28:41.133,-0.0647,0.6715,0.1895,24.0000
2024-11-08|13:28:41.335,-0.0506,0.6811,0.1999,24.0000
2024-11-08|13:28:41.539,-0.0457,0.6854,0.2060,24.0000
2024-11-08|13:28:41.742,-0.0457,0.6859,0.2068,24.0000
