TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
43:29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-19E7
43:30.4,0.700648013,0.805462189,0.515249711,0.447448057,0.602261815,0.007672832,-0.323352318,0.303778603,1.175713466,0.080487627,0.209567903,1.290695772,0.309916586,0.295245289,0.24605315,0.458826873,-0.048186549,-0.003222333,-0.176519632,0.019268235,800.6227106,794.981685,792.5641026,801.8315018,652.7472527,-0.465454,0.086609,0.895203,4.807587,-6.863708,-4.658051,1,1,1,1,1,65,
43:31.4,0.921519331,0.748255584,0.79419983,0.445006634,0.577453553,0.141225252,-0.019977939,0.426180924,0.970028446,0.260465746,0.234192058,0.761194954,0.173283787,0.283251283,0.293548261,0.416143592,-0.075321405,0.045883854,-0.302272457,-0.017369358,789.3406593,779.2673993,796.1904762,794.1758242,566.9230769,-0.465637,0.082886,0.891724,4.762726,-6.893616,-4.545898,1,1,1,1,1,65,
43:32.4,0.849744775,0.590584949,0.648612747,0.566534258,0.551506065,0.059993697,-0.075244432,0.236936401,0.870076552,0.391295214,0.203485617,0.930126531,0.320784458,0.194736791,0.268336605,0.480859333,-0.133641994,0.113309213,-0.208475447,-0.064977791,798.2051282,795.7875458,790.5494505,794.1758242,629.7802198,-0.461792,0.090088,0.894409,4.882355,-7.574005,-3.977661,1,1,1,1,1,65,
43:33.4,0.239464847,0.162654348,0.141983186,-0.016595999,0.139732172,-0.013135087,-0.00069234,0.222655129,1.121465707,0.573847381,0.240075031,1.031741556,0.44419791,0.40596789,0.274512897,0.542750561,-0.187226958,0.013241366,-0.077383806,-0.087254902,793.3699634,774.8351648,798.2051282,810.6959707,1040.769231,-0.46106,0.085938,0.895935,4.725342,-6.74408,-4.628143,1,1,1,1,1,65,
43:34.4,0.652523315,0.406442609,0.167137093,0.129420309,0.310922477,0.267332772,-0.195170896,0.155929127,1.095561924,0.614122246,0.550130678,1.005567719,0.492469826,0.417448532,0.382334015,0.539312031,-0.101383504,0.110045006,0.359524651,-0.034653973,794.1758242,783.6996337,790.952381,788.9377289,669.2673993,-0.461731,0.090942,0.902466,5.054321,-6.654358,-3.686066,1,1,1,1,1,65,
43:35.4,0.799369088,0.445769505,0.246967454,0.716940666,0.419831744,-0.022213275,-0.174453643,0.627091853,0.504785632,0.195671423,0.788060034,0.664664316,0.287082867,0.426874313,1.231299229,0.341256109,-0.044551539,0.147344545,1.000197452,0.015699217,798.6080586,778.0586081,794.981685,796.1904762,621.3186813,-0.439575,0.101562,0.907715,5.308533,-7.192688,-3.491669,1,1,1,1,1,65,
43:36.4,-0.149665801,0.331021387,0.292442732,0.244293404,-0.107211032,-0.43123514,-0.102511642,0.184641016,0.484296948,0.075303652,0.152797052,0.684072611,0.310629184,0.505839095,0.966449378,0.44931063,-0.004040075,0.151134692,0.745114772,0.108268537,804.6520147,788.9377289,803.040293,805.4578755,992.4175824,-0.427979,0.101135,0.915527,4.695435,-6.676788,-4.4487,1,1,1,1,1,65,
43:37.4,-0.180640265,-0.284317557,-0.068652967,-0.121543968,-0.171422092,-0.381733798,-0.125731354,0.080713871,0.346120254,0.233303231,0.404168546,0.397323157,0.186317647,0.373813276,0.908171298,0.304361734,-0.121455267,0.168897828,0.563975426,0.142717737,804.6520147,788.5347985,796.5934066,805.4578755,683.3699634,-0.424316,0.098022,0.917297,4.80011,-7.439423,-4.28421,1,1,1,1,1,65,
43:38.4,-0.129878541,-0.600699626,-0.43992177,-0.119600165,0.07531815,-0.093659781,-0.336086591,0.129270912,0.305527748,0.193173621,0.363466211,0.538896624,0.144369361,0.205261503,0.844647096,0.331429309,-0.054204444,0.215734942,0.701250137,0.181916955,803.4432234,789.3406593,778.4615385,803.040293,714.3956044,-0.420166,0.095886,0.911743,5.024414,-6.848755,-4.673004,1,1,1,1,1,65,
43:39.4,-0.309626183,-0.515844122,-0.433957823,-0.174079709,0.100664583,-0.269461439,-0.47568694,0.123326022,0.36906906,0.138954446,0.027149939,0.424951636,0.231166676,0.268282007,0.79664092,0.28787129,-0.109892305,0.098703448,0.462046027,0.150865862,799.010989,788.9377289,789.3406593,797.3992674,653.956044,-0.416748,0.10199,0.911072,5.054321,-7.416992,-3.813171,1,1,1,1,1,65,
43:40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
43:40.4,-0.330982283,-0.402791113,-0.315936874,-0.303257464,-0.000670265,-0.495395391,-0.456997467,-0.046663344,0.148061831,0.014820839,-0.115312741,0.388368647,0.269761676,0.276289887,0.752049522,0.253390234,-0.088362874,0.039502385,0.412222293,0.067306911,806.6666667,791.3553114,780.4761905,807.8754579,656.3736264,-0.427795,0.129333,0.910278,4.807587,-7.252502,-4.665527,1,1,1,1,1,60,
43:41.4,-0.467106067,0.00484861,-0.429700808,-0.010903741,-0.140785231,-0.102893414,-0.534303376,-0.253482405,-0.009420989,0.064348205,-0.047011824,0.193939184,0.094026008,0.226041524,0.797312886,0.238269708,-0.27923834,0.129336033,0.506181603,0.034736587,791.3553114,787.3260073,786.5201465,786.9230769,675.7142857,-0.415161,0.127014,0.90979,5.704803,-8.00766,-4.015045,1,1,1,1,1,60,
43:42.4,-0.000500341,-0.339245145,-0.475348062,0.069139069,0.024975264,-0.264959583,-0.245988597,-0.133778197,0.082286072,0.294416942,0.173846722,0.225056539,0.092264679,0.166465569,0.593020733,0.253521878,-0.122547649,0.022418125,0.340816196,0.018859512,803.4432234,792.1611722,799.010989,805.8608059,866.3003663,-0.423767,0.143555,0.908752,4.643097,-6.654358,-5.17395,1,1,1,1,1,60,
43:43.4,-0.104573962,-0.087502491,-0.33594411,0.085658373,0.146841939,0.036919946,-0.090472362,-0.142157044,0.341015669,0.136117096,0.27422201,0.166297361,0.181523072,0.183063129,0.431500411,0.22466044,0.048548519,-0.023948373,0.170753319,0.131305727,750.6593407,797.3992674,803.4432234,757.1062271,819.1575092,-0.434814,0.14093,0.901245,6.803894,-7.476807,-10.086212,1,1,1,1,1,60,
43:44.4,-0.209968591,0.123318085,0.086315038,-0.183751814,0.231998211,0.038581583,0.040325903,-0.167083669,0.306512471,0.158518342,0.446461025,0.034071379,0.276996042,0.2217214,0.557628577,0.24044459,0.102602108,-0.068321768,0.420048282,0.202097949,800.2197802,788.1318681,790.5494505,799.010989,802.2344322,-0.43988,0.125977,0.902954,4.172058,-5.256195,-6.101074,1,1,1,1,1,60,
43:45.4,-0.092814658,-0.041713002,0.096240681,0.365248354,-0.108280577,-0.071344265,-0.080513284,0.308200555,0.538587287,0.269638842,0.409975153,0.493383112,0.244936376,0.121347549,0.481635246,0.437953033,-0.028105719,-0.096423688,0.326521347,0.02500976,803.040293,787.3260073,801.025641,808.2783883,992.4175824,-0.44812,0.12384,0.895081,4.807587,-6.310425,-5.031891,1,1,1,1,1,60,
43:46.4,-0.061054982,-0.013700961,-0.044837793,0.299329075,0.011255827,-0.419445379,-0.110324365,0.308742705,0.536080354,0.215174915,0.262987097,0.478999109,0.236563962,0.178568943,0.519442989,0.307602151,-0.013452494,0.014451723,0.410618665,-0.043793665,798.2051282,791.7582418,787.3260073,795.7875458,705.5311355,-0.449524,0.135925,0.897217,4.80011,-6.048737,-4.059906,1,1,1,1,1,60,
43:47.5,-0.094138046,-0.143279498,0.025767641,-0.108013585,0.063957533,-0.51389747,-0.119745867,0.002142252,0.45002399,-0.139644482,0.342319906,0.187848272,0.023786383,0.025227387,0.564356384,0.213641273,-0.027409663,0.028235536,0.276868282,-0.02336436,790.952381,788.1318681,803.8461538,799.8168498,458.5347985,-0.456543,0.130249,0.892639,4.523468,-6.886139,-3.506622,1,1,1,1,1,60,
43:48.4,-0.030442439,-0.389873622,0.040553168,0.022706402,0.053895753,-0.211554311,-0.027578597,0.03778701,0.161280675,-0.032071336,0.475773325,0.174033044,0.146117829,0.151439888,0.6606235,0.350653024,-0.036954978,0.035098589,0.338165269,-0.003381452,799.010989,791.3553114,800.6227106,801.8315018,722.0512821,-0.454163,0.124084,0.893005,4.80011,-7.372131,-4.897308,1,1,1,1,1,60,
43:49.4,-0.170663129,-0.093643842,0.027096511,-0.164086773,0.056759434,-0.368570656,-0.083930465,-0.149667106,0.609282198,-0.037634985,0.430372565,0.28521563,0.251267144,0.355513085,0.773503977,0.368081393,-0.025416416,-0.043450406,0.279724153,0.053233619,794.5787546,789.7435897,799.010989,797.8021978,674.1025641,-0.455017,0.123779,0.896729,5.308533,-7.162781,-4.059906,1,1,1,1,1,60,
43:50.4,-0.103325946,-0.221673421,-0.089379327,-0.299898786,0.061305328,-0.301045267,-0.112989277,-0.302713502,0.636639594,0.043437699,0.440890775,0.413172067,0.238931668,0.376885602,0.911007244,0.255263135,-0.237402671,-0.093276507,0.735119244,0.105324925,801.025641,792.1611722,797.8021978,796.1904762,693.4432234,-0.454529,0.127075,0.890625,5.069275,-7.035675,-4.658051,1,1,1,1,1,55,
43:51.4,0.199685346,-0.082889322,0.259777275,0.007538056,0.149335977,-0.250751308,0.093059401,0.155415158,0.121858704,0.154351816,0.469336032,0.474425683,0.284108408,0.285022171,0.771606728,0.24785656,-0.290727656,-0.08977295,0.645335968,0.138503286,807.0695971,793.3699634,798.6080586,804.6520147,572.967033,-0.452942,0.133545,0.895325,4.732819,-7.618866,-4.157104,1,1,1,1,1,55,
43:52.4,0.543310714,-0.047230192,-0.057880872,0.301652184,0.619825712,-0.393128644,0.099544499,0.369533827,0.535558861,0.209031672,0.207057757,0.572697973,0.405521029,0.103677563,0.570810577,0.30791756,-0.292178445,0.005822012,0.591521986,0.164677449,796.5934066,791.7582418,792.5641026,801.4285714,807.4725275,-0.445862,0.136597,0.898193,4.501038,-6.003876,-4.291687,1,1,1,1,1,55,
43:53.4,0.036521993,-0.042578999,-0.089165905,0.016058629,0.387523542,-0.314390772,-0.159929893,0.086826628,0.602378352,0.165285853,0.157242614,0.515302772,0.166516631,0.153217005,0.622004622,0.156199001,-0.225698177,-0.037226014,0.43437337,0.108462604,797.3992674,789.3406593,792.967033,805.8608059,758.3150183,-0.443359,0.145386,0.89856,4.299164,-7.663727,-4.82254,1,1,1,1,1,55,
43:54.4,-0.095249489,-0.221752228,-0.030888885,0.328960208,0.170270293,-0.189912472,-0.306210971,0.103759325,0.367601925,-0.026777625,0.163346023,0.3078205,0.177907457,0.157010321,0.704814973,0.19113092,-0.141918001,0.050800923,0.452827401,-0.028453788,802.6373626,780.8791209,803.040293,798.2051282,508.0952381,-0.440857,0.142456,0.900269,4.575806,-7.170258,-4.590759,1,1,1,1,1,55,
43:55.4,-0.112679882,-0.102436592,-0.148140018,-0.115748589,-0.04290318,-0.030032696,-0.252645919,-0.091051355,0.21179417,0.124671286,0.278840292,0.218667821,0.16350348,0.171489927,0.66746913,0.346557069,-0.211026904,0.026837615,0.377197905,-0.06182874,793.3699634,781.6849817,798.6080586,790.5494505,681.7582418,-0.438965,0.151306,0.8974,4.867401,-7.289886,-4.493561,1,1,1,1,1,55,
43:56.4,-0.146371673,-0.255969813,0.031186223,-0.374838474,0.097220626,0.036083418,-0.145176462,0.037803517,0.263357303,0.143326682,0.211570339,0.307807694,0.263277372,0.232353658,0.65872063,0.324882102,-0.173011702,-0.096897643,0.357093476,0.004447456,800.2197802,790.5494505,811.9047619,803.040293,840.9157509,-0.438354,0.144836,0.894958,4.882355,-6.116028,-4.665527,1,1,1,1,1,55,
43:57.4,0.061599702,-0.430449484,0.083717877,0.054604604,0.140648106,-0.266325148,-0.188157915,0.031333147,0.397897151,-0.126230529,0.145193532,0.234059564,0.359988816,0.166826208,0.865463444,0.17969661,-0.158006903,-0.214463516,0.437767999,0.083065133,808.6813187,803.8461538,794.5787546,804.6520147,725.2747253,-0.439392,0.150696,0.898682,5.106659,-6.669312,-4.329071,1,1,1,1,1,55,
43:58.4,0.012863046,-0.523464265,-0.474223755,-0.057020724,0.193303704,-0.241954186,0.023081884,0.060898653,0.571296538,0.153112217,0.213145665,0.094853568,0.222310814,0.186292402,0.615533174,0.293278919,-0.014715346,-0.132851609,0.305350713,0.069839851,802.2344322,794.1758242,798.6080586,794.1758242,774.8351648,-0.456848,0.153259,0.887695,5.368347,-6.108551,-5.869293,1,1,1,1,1,55,
43:59.4,-0.300711413,-0.437823312,-0.490197365,-0.266093871,0.162651889,-0.396962329,-0.195694555,0.089658084,0.538213419,0.252376388,0.221867704,0.251442121,0.257087811,0.14970548,0.501420348,0.360488404,-0.013490453,-0.112586248,0.355188586,0.093905167,793.3699634,794.5787546,803.8461538,799.8168498,760.3296703,-0.446838,0.164978,0.895569,5.144043,-7.342224,-5.069275,1,1,1,1,1,55,
44:00.4,0.115139265,0.136015891,0.048422856,-0.131867913,0.252674517,-0.163385715,-0.148584732,0.011542199,0.290238387,0.131415364,0.230262861,-0.036989994,0.312381079,0.150377332,0.770920937,0.403799569,-0.017124833,0.016743973,0.473965569,0.040595352,809.8901099,796.1904762,789.3406593,809.0842491,673.6996337,-0.435913,0.159241,0.89447,4.508514,-7.207642,-4.777679,1,1,1,1,1,55,
44:01.4,0.521863554,-0.137851524,0.145259152,0.538314882,0.452028086,-0.062314145,-0.115001847,0.315779718,-0.162466285,0.471115786,0.286860461,0.483105,0.439578988,0.534337827,1.072853036,0.379958367,0.014969523,0.326077914,0.781709373,0.095003774,801.025641,788.1318681,802.6373626,808.2783883,1144.322344,-0.432617,0.156372,0.899719,5.166473,-6.422577,-4.874878,1,1,1,1,1,60,
44:02.4,0.719942711,0.412600922,0.069414715,0.468501651,0.683751204,0.099765538,-0.348891732,0.292774747,0.669340295,0.461640379,0.233409029,0.878649802,0.425329417,0.433880389,1.153145132,0.436293349,0.084201418,0.152082527,0.860777041,0.103330054,801.8315018,792.1611722,788.5347985,806.6666667,719.6336996,-0.432068,0.152649,0.903992,5.129089,-6.95343,-3.925323,1,1,1,1,1,60,
44:03.4,1.159050057,0.900742459,0.006756324,0.873197594,1.076405607,0.495687096,-0.443294258,0.612816372,0.739091186,0.052806011,0.058213227,0.904014202,0.349770795,0.366753217,1.115475034,0.429947586,0.121216699,0.159577487,0.916705772,0.133253132,801.8315018,783.2967033,801.8315018,801.8315018,706.7399267,-0.429626,0.145264,0.907166,4.695435,-7.536621,-3.887939,1,1,1,1,1,60,
44:04.4,0.293971975,0.30437393,0.006756324,1.094683599,-0.40085241,0.302638697,-0.443294258,0.808272019,0.513915302,0.385871818,0.058213227,0.864065152,0.408252655,0.403411767,1.115475034,0.439385363,-0.012745736,0.403129786,0.916705772,0.221408387,799.8168498,790.1465201,802.6373626,796.996337,834.0659341,-0.430176,0.149658,0.906006,4.216919,-6.557159,-5.630035,1,1,1,1,1,60,
44:05.4,0.550133971,0.078492857,-0.215344315,0.275859301,-0.025289807,0.197601372,-0.143268492,0.026763837,0.628405301,0.322040464,0.325752251,0.627607458,0.370072078,0.370919126,0.978428139,0.448182409,0.013648856,0.25094549,0.699027083,0.167736804,800.6227106,784.9084249,794.1758242,805.8608059,759.1208791,-0.422729,0.144653,0.904724,4.61319,-6.781464,-4.515991,1,1,1,1,1,60,
44:06.4,0.233607163,-0.297496205,-0.038340039,0.172681272,0.127560044,0.031527005,-0.213247733,-0.01709973,0.376691968,0.308813287,0.394306813,0.666825447,0.272591046,0.409171724,0.867078234,0.223508957,0.003816355,-0.066033286,0.531486268,-0.029571259,806.2637363,796.996337,802.2344322,799.010989,697.0695971,-0.425537,0.146057,0.90625,5.413208,-6.691742,-3.342133,1,1,1,1,1,60,
44:07.4,-0.201103858,-0.295302062,0.143534671,0.008476077,-0.014110367,-0.212164394,0.010217943,-0.017389149,0.217299738,0.109610265,0.35898194,0.464155402,0.255479729,0.302737017,0.614469248,0.237677261,0.1535042,-0.006536164,0.480017138,-0.070772005,796.5934066,790.952381,794.1758242,794.5787546,751.4652015,-0.439087,0.158569,0.896362,5.001984,-7.155304,-4.47113,1,1,1,1,1,60,
44:08.5,-0.167455284,-0.163353482,-0.088155394,-0.024227082,0.009304164,-0.106502427,-0.20220172,-0.026594104,0.244879419,0.073560276,0.235091744,0.332815818,0.303974245,0.119781991,0.521986041,0.302924998,0.124191585,-0.009416066,0.439204791,0.125604074,803.040293,785.7142857,793.7728938,794.1758242,738.1684982,-0.445251,0.15332,0.894836,4.957123,-7.559052,-3.626251,1,1,1,1,1,60,
44:09.4,-0.132902843,0.003602393,-0.278015758,0.120739727,-0.135476404,-0.380202092,-0.306277679,0.077539611,0.104467229,0.292034404,0.254378032,0.127350083,0.272533044,0.10708748,0.531341701,0.288395833,0.064485142,-0.160481592,0.352305078,0.144433857,796.1904762,789.3406593,780.8791209,788.9377289,705.5311355,-0.443298,0.145325,0.895264,4.321594,-7.962799,-3.200073,1,1,1,1,1,60,
44:10.4,0.376431338,0.241684746,-0.195590151,0.349871739,0.288290986,-0.20980703,-0.122407757,0.273330051,0.587031008,0.287866421,0.333932151,0.248654225,0.367474319,0.207130182,0.618898157,0.290362721,-0.012369118,-0.164076534,0.462764301,-0.006758816,800.6227106,794.5787546,785.3113553,810.6959707,1055.677656,-0.431274,0.150635,0.90155,4.889832,-6.908569,-4.785156,1,1,1,1,1,60,
44:11.4,0.209610781,-0.147370662,-0.433982644,0.046461074,0.064379679,-0.031340077,-0.355345711,0.012589549,0.604206313,0.366468434,0.29023823,0.307937405,0.343982599,0.148298878,0.730196587,0.199654899,0.023068414,0.052040048,0.488981594,0.033864382,799.8168498,801.8315018,797.3992674,799.4139194,811.0989011,-0.432495,0.150024,0.899902,4.949646,-6.138458,-4.000092,1,1,1,1,1,65,
44:12.4,-0.547216805,-0.259129114,-0.136843859,-0.40492699,-0.066632095,-0.105137829,-0.237981999,0.00071723,0.282946166,0.370171074,0.146556081,0.281745556,0.352895478,0.31884585,0.554832388,0.118869585,0.075520507,0.019238166,0.397736021,0.022222936,799.8168498,792.1611722,794.5787546,792.967033,724.0659341,-0.435364,0.148438,0.900085,5.106659,-6.564636,-3.028107,1,1,1,1,1,65,
44:13.4,-0.151067212,-0.347142243,-0.342041165,0.003467519,0.102899512,-0.099378908,-0.346348146,0.361115082,-0.077192928,0.083228888,0.219358372,0.613143273,0.304186514,0.18264743,0.529907078,0.124562261,0.095955881,-0.094699714,0.355964708,0.137021221,770,792.5641026,802.6373626,784.5054945,993.6263736,-0.440918,0.160095,0.889282,4.725342,-7.394562,-4.598236,1,1,1,1,1,65,
44:14.4,0.159802558,-0.348397294,-0.3127837,0.444630739,0.359808067,0.056813246,-0.11174856,0.288179156,0.619653144,0.087994232,0.265537722,0.590824401,0.152117795,0.14342969,0.635752805,0.220861956,0.042960127,0.013087566,0.467180009,0.109187246,804.6520147,796.5934066,802.2344322,797.8021978,713.992674,-0.437439,0.152893,0.896912,5.158997,-6.086121,-4.590759,1,1,1,1,1,65,
44:15.4,0.350493339,-0.160748012,-0.245677259,0.458268436,0.419255702,-0.038084667,-0.163137057,0.292811542,0.716248009,0.223029454,0.388336387,0.514401108,0.277869891,0.212896144,0.635486446,0.213993411,-0.029033007,-0.112593167,0.443891303,0.062684819,804.2490842,797.8021978,792.1611722,801.8315018,624.1391941,-0.431702,0.162842,0.901062,5.413208,-6.542206,-6.145935,1,1,1,1,1,65,
44:16.4,0.671552702,-0.296514774,0.02052396,0.639698692,0.5941164,-0.217737229,-0.189723593,0.396094157,0.642497051,0.1799937,0.3160698,0.49353481,0.365508562,0.320636187,0.815536846,0.298231006,-0.049570805,-0.044622631,0.51509508,0.120944417,796.1904762,781.2820513,800.2197802,808.2783883,983.956044,-0.437988,0.164246,0.898132,5.136566,-7.499237,-4.366455,1,1,1,1,1,65,
44:17.4,-0.034927055,0.041692766,-0.275984893,0.134850395,0.041901662,-0.28947076,-0.415975378,-0.049476023,0.451085212,0.154373284,-0.017268159,0.239964158,0.266552924,0.266390209,0.730485484,0.365466446,-0.063489469,0.105422699,0.388643168,0.233053512,796.1904762,794.5787546,795.3846154,795.3846154,788.5347985,-0.443726,0.168762,0.892761,4.777679,-5.592651,-4.231873,1,1,1,1,1,65,
44:18.4,-0.228372253,0.066337923,-0.620951409,-0.225931172,0.050834502,-0.116978504,-0.440003022,-0.152093014,0.374713655,0.305722919,0.058108842,0.292625253,0.339815054,0.152374832,0.667163445,0.22830345,0.050906925,0.02339385,0.174452665,0.294007106,797.8021978,794.981685,788.9377289,797.8021978,679.3406593,-0.473572,0.157959,0.88208,4.650574,-4.740295,-5.973969,1,1,1,1,1,65,
44:19.4,-0.02627972,-0.241988964,-0.410908583,-0.163847127,0.064037721,-0.268266363,-0.347413699,0.099343491,0.363873552,0.30693718,-0.053648442,0.203408946,0.307296396,0.179247291,0.575798585,0.28093983,-0.143988997,-0.085470493,0.164592373,0.172110583,801.025641,787.3260073,794.5787546,802.6373626,998.8644689,-0.454895,0.153503,0.892822,5.158997,-7.798309,-2.871094,1,1,1,1,1,65,
44:20.4,0.076969119,-0.342616631,0.009990453,-0.042259516,0.135391285,-0.392205504,-0.25349535,0.207563585,0.61164834,0.392017157,-0.098508532,0.578603043,0.382403889,0.296890439,0.538850187,0.424216056,-0.100032336,-0.149931567,0.312422661,0.023455122,806.2637363,789.3406593,791.7582418,796.1904762,833.2600733,-0.44928,0.173584,0.889221,5.188904,-8.202057,-7.147827,1,1,1,1,1,65,
44:21.5,0.082147579,-0.066062325,-0.019971315,0.933720395,0.217332001,-0.377028113,-0.176290092,0.432239639,0.336758284,0.405596298,0.135807172,0.722873445,0.360530666,0.290220041,0.727536965,0.441658044,0.047124972,-0.005293335,0.609711884,0.027953214,794.5787546,780.8791209,790.5494505,780.4761905,830.4395604,-0.432068,0.167175,0.898193,4.583282,-7.716064,-4.717865,1,1,1,1,1,55,
44:22.4,-0.540306212,-0.356690713,-0.122391134,0.298112475,-0.00642575,-0.46174969,-0.063859493,0.044670785,0.973164045,0.218885588,0.192362188,0.846153318,0.445636549,0.324145194,0.951044057,0.472941182,0.014615431,0.060710303,0.654833838,0.072794096,759.9267399,799.010989,803.8461538,776.043956,1031.501832,-0.427612,0.153015,0.897705,4.605713,-7.970276,-4.201965,1,1,1,1,1,55,
44:23.4,-0.582545776,0.566269723,0.456117527,0.927575661,0.187888182,0.065373818,-0.232682782,0.555509566,1.100807682,0.30371514,0.076906167,1.19087989,0.370265992,0.213739416,0.845489605,0.310076063,-0.130405929,-0.077390345,0.41936256,-0.028666341,870.3296703,763.5531136,836.0805861,897.3260073,464.981685,-0.421204,0.149597,0.910767,4.740295,-6.609497,-3.977661,1,1,1,1,1,55,
44:24.4,-0.509046061,0.963806008,0.768830476,1.310428313,0.327678277,0.383464011,-0.271135476,0.857296894,1.097938572,0.313337921,0.234214926,1.174137491,0.307607025,0.184768353,0.701487537,0.210668187,-0.121398037,-0.055593993,0.548454558,-0.180018141,806.6666667,780.8791209,814.3223443,803.4432234,839.3040293,-0.423889,0.149475,0.90387,4.42627,-5.742188,-4.254303,1,1,1,1,1,55,
44:25.4,0.099305155,0.643636977,-0.058935899,1.040011249,0.112917385,0.027434604,-0.273930351,0.722856728,0.222075213,0.545312039,0.318678108,0.685104526,0.601604286,0.743715631,0.980325761,0.678083572,0.054712368,0.686355703,0.77192855,0.316160489,782.4908425,794.1758242,772.8205128,792.1611722,621.3186813,-0.426086,0.150085,0.904846,5.592651,-7.618866,-7.753448,1,1,1,1,1,55,
44:26.4,0.029854239,0.297886949,-0.427006472,-0.020555163,0.375593676,0.010534102,-0.261430868,0.121203942,0.506018658,0.392021518,0.392094847,0.369261785,0.482928174,0.593460933,1.031337503,0.605534963,0.057617783,0.44494738,0.681240691,0.190203784,800.2197802,792.1611722,806.2637363,807.4725275,724.4688645,-0.415771,0.148315,0.911133,5.293579,-5.480499,-3.656158,1,1,1,1,1,55,
44:27.4,-0.164069858,-0.150058998,-0.300285134,-0.053115878,0.189776092,-0.214293204,-0.151765781,-0.085412389,0.50177336,0.229882464,0.186177958,0.22136588,0.175237167,0.35059434,0.816577225,0.387844951,-0.017463597,0.095789859,0.598521773,0.132015723,801.025641,794.5787546,787.3260073,790.1465201,815.5311355,-0.418762,0.130249,0.909912,4.486084,-5.981445,-3.446808,1,1,1,1,1,55,
44:28.4,-0.113108213,-0.380503551,0.144458546,-0.143014555,0.154601598,-0.244234079,-0.163319934,0.206653228,0.433905822,0.217245201,0.316338268,0.301221848,0.244878429,0.222440731,0.77001054,0.423548786,-0.048815988,-0.059016648,0.531176608,0.14565457,817.1428571,792.967033,801.4285714,802.6373626,982.3443223,-0.437256,0.140564,0.900452,4.792633,-6.071167,-3.514099,1,1,1,1,1,55,
44:29.4,-0.116909395,-0.015437942,0.293059529,-0.077047622,0.002917417,-0.052118226,0.146964117,0.11239992,0.476213578,0.119980334,0.341496338,0.409456099,0.337580603,0.213057419,0.708492286,0.369963419,0.013948449,0.001181142,0.537527477,0.18817858,804.2490842,802.2344322,775.2380952,792.1611722,736.959707,-0.459473,0.131653,0.889099,5.158997,-6.190796,-3.551483,1,1,1,1,1,55,
44:30.5,0.083989996,0.083365519,0.125961078,0.305727667,-0.193374496,-0.061808045,0.086183663,0.061332422,0.473401906,0.3051007,0.312707479,0.523770391,0.271660411,0.247882358,0.550766821,0.189670489,0.157288838,0.007660012,0.534539249,0.135431028,797.8021978,790.952381,796.5934066,801.8315018,950.9157509,-0.454346,0.144104,0.894775,5.226288,-5.458069,-4.859924,1,1,1,1,1,55,
44:31.4,-0.212810805,0.006275336,-0.372886321,-0.001372285,-0.047216475,-0.084019832,-0.422786604,-0.383371337,0.552978162,0.285643724,0.367445122,0.324713141,0.27694482,0.282694495,0.515646147,0.424256192,0.192600231,-0.03275703,0.262113069,0.167248299,798.6080586,784.1025641,801.8315018,804.2490842,808.6813187,-0.452454,0.131409,0.896057,3.962708,-7.409515,-6.661835,1,1,1,1,1,55,
44:32.4,-0.160199089,-0.217017443,-0.088982518,-0.007824215,0.136142708,-0.10134487,-0.169707239,-0.036136819,0.59655187,0.186631961,0.326385513,0.340261796,0.367928086,0.221999514,0.541669451,0.333161041,0.089676403,-0.050456666,0.297424469,-0.046159534,799.4139194,793.7728938,778.4615385,792.1611722,713.1868132,-0.452637,0.133301,0.89386,5.278625,-6.826324,-4.889832,1,1,1,1,1,65,
44:33.4,0.144174696,-0.193477953,-0.007390627,0.16733963,0.242572521,-0.159455233,-0.179988248,0.024074553,0.676657787,0.240932744,0.428316052,0.358626349,0.397291018,0.067642769,0.548638487,0.397346857,-0.047940226,0.021650858,0.352987709,-0.051796018,800.2197802,789.7435897,808.2783883,804.2490842,743.4065934,-0.441284,0.136108,0.898254,4.725342,-8.015137,-4.373932,1,1,1,1,1,65,
44:34.5,0.707388833,-0.074369562,0.244337429,0.847589668,0.428644994,-0.123838805,0.004403776,0.419565751,0.478993658,0.180735693,0.522226147,0.400401094,0.303933426,0.18983893,0.628775651,0.400534755,-0.081676196,0.021316547,0.396089194,-0.009336644,807.4725275,791.3553114,800.6227106,806.6666667,881.2087912,-0.448242,0.134705,0.895935,4.605713,-6.916046,-4.643097,1,1,1,1,1,65,
