TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
43:29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-19E7
45:59.4,0.563504889,0.261091265,0.113271881,0.449141814,0.414883486,0.135943683,0.2139423,0.076848858,0.556667861,0.63374578,0.445618102,0.243745853,0.687600039,0.962900968,1.289207087,0.609773511,0.394583457,0.713534581,0.931267679,0.436031751,810.2930403,784.9084249,793.3699634,803.4432234,700.2930403,-0.514343,0.139221,0.857727,2.34024,-5.959015,-2.542114,1,1,1,1,1,60,
46:00.4,0.475446289,0.293276768,0.08824959,0.324685787,0.510448387,0.268392491,-0.084011609,-0.138048963,0.577488359,0.598601419,0.273525692,0.34948029,0.715998821,0.902188501,1.323034914,0.685202177,0.377210436,0.615907291,0.960900822,0.433154661,807.4725275,790.5494505,802.6373626,803.040293,745.8241758,-0.509644,0.12854,0.859863,4.545898,-7.865601,-5.106659,1,1,1,1,1,60,
46:00.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:01.4,0.561700906,0.591501032,0.163870962,0.115857022,0.609126963,0.298543662,-0.029172865,-0.424396438,0.424784299,0.386821315,0.150460491,0.340314963,0.646579609,0.695020921,1.486022685,0.599137042,0.333529691,0.655606076,1.007223725,0.426805338,780.0732601,748.2417582,862.6739927,783.6996337,717.6190476,-0.479248,0.158081,0.885498,2.437439,-5.345917,18.729401,1,1,1,1,1,60,
46:01.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:02.4,0.829577277,0.7599296,0.209625744,0.294827167,0.864685727,0.493463395,0.049953944,-0.205055221,0.282962949,0.386563317,0.140203402,0.209485477,0.448724344,0.734568486,1.512501463,0.431503442,0.381130148,0.693803473,1.001610792,0.47984484,778.4615385,765.1648352,787.3260073,784.5054945,825.2014652,-0.516235,0.141418,0.86554,4.874878,-8.254395,-7.82074,1,1,1,1,1,60,
46:03.4,1.138271579,0.7599296,0.209625744,1.117238661,0.997413616,0.493463395,0.049953944,0.751857395,0.900672513,0.386563317,0.140203402,0.663648434,1.0703496,0.734568486,1.512501463,0.829059379,0.775095357,0.693803473,1.001610792,0.679862064,819.96337,880,830.8424908,813.1135531,719.6336996,-0.511719,0.106567,0.858521,5.031891,-7.005768,-3.708496,1,1,1,1,1,60,
46:03.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:04.4,1.148253858,0.7599296,0.209625744,1.277713358,1.121914752,0.493463395,0.049953944,1.038039142,0.945337863,0.386563317,0.140203402,0.935404338,1.100381249,0.734568486,1.512501463,0.961653516,0.782403084,0.693803473,1.001610792,0.703360435,802.6373626,774.8351648,807.0695971,803.040293,1015.787546,-0.544678,0.098999,0.876282,1.637421,-7.581482,-0.343933,1,1,1,1,1,60,
46:05.4,0.083389872,0.7599296,0.209625744,0.87539068,0.48886678,0.493463395,0.049953944,0.785340285,0.773790356,0.386563317,0.140203402,1.143926829,1.341867131,0.734568486,1.512501463,1.348112723,0.830534649,0.693803473,1.001610792,0.855231116,818.3516484,800.2197802,788.5347985,805.0549451,839.3040293,-0.516602,0.105652,0.849487,5.540314,-7.514191,-3.947754,1,1,1,1,1,60,
46:05.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:06.4,0.221989003,0.7599296,0.209625744,1.207085962,0.615246035,0.493463395,0.049953944,0.91282435,0.777549473,0.386563317,0.140203402,1.198870716,1.266582845,0.734568486,1.512501463,1.309441431,0.884730778,0.693803473,1.001610792,0.923161485,833.6630037,803.040293,796.1904762,838.4981685,653.5531136,-0.460327,0.149231,0.894592,7.125397,-7.723541,-8.613281,1,1,1,1,1,60,
46:06.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:07.4,0.266701623,0.7599296,0.209625744,1.477560944,0.647422651,0.493463395,0.049953944,1.209653049,0.42302208,0.386563317,0.140203402,1.422832425,1.03506283,0.734568486,1.512501463,1.309447438,0.973601676,0.693803473,1.001610792,0.775782484,796.1904762,772.014652,790.5494505,864.2857143,643.0769231,-0.520752,0.108093,0.874451,3.095398,-12.531128,-2.968292,1,1,1,1,1,60,
46:08.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:08.4,0.266701623,0.7599296,0.209625744,1.326455029,0.647422651,0.493463395,0.049953944,1.174311427,0.42302208,0.386563317,0.140203402,1.344387187,1.03506283,0.734568486,1.512501463,1.173327771,0.973601676,0.693803473,1.001610792,0.669303393,803.4432234,805.4578755,795.7875458,812.7106227,695.0549451,-0.448242,0.106018,0.869141,-2.706604,12.501221,1.173859,1,1,1,1,1,60,
46:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:09.4,0.266701623,0.7599296,0.209625744,1.326455029,0.647422651,0.493463395,0.049953944,1.174311427,0.42302208,0.386563317,0.140203402,1.344387187,1.03506283,0.734568486,1.512501463,1.173327771,0.973601676,0.693803473,1.001610792,0.669303393,786.5201465,784.5054945,788.5347985,797.3992674,801.8315018,-0.576233,0.114929,0.820068,1.390686,-3.768311,-4.605713,1,1,1,1,1,60,
46:10.4,0.266701623,0.7599296,0.209625744,0.95045174,0.647422651,0.493463395,0.049953944,0.769877927,0.42302208,0.386563317,0.140203402,0.998771837,1.03506283,0.734568486,1.512501463,1.071680356,0.973601676,0.693803473,1.001610792,0.853709293,796.1904762,784.5054945,756.3003663,809.4871795,1005.714286,-0.491577,0.053406,0.869873,6.856232,-11.19278,-6.317902,1,1,1,1,1,60,
46:11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:11.4,0.665871455,0.460489207,0.643713089,0.835754177,0.351937534,-0.118860043,0.036476829,0.573769288,0.329376578,0.520555361,0.642809156,0.998771837,0.700243561,0.432714988,1.261957043,0.967136789,0.705753387,0.242977241,0.578298759,0.800005399,773.6263736,791.3553114,604.7985348,790.5494505,791.7582418,-0.164612,0.096741,0.99054,8.388977,-30.64743,-10.3479,1,1,1,1,1,60,
46:12.4,0.610123335,0.89281135,0.63712114,0.665982241,0.301769613,0.092044397,-0.004150611,0.315334447,-0.054818698,0.146810254,0.617485747,0.405240655,0.620409463,0.274699827,1.289262148,0.912179414,0.653237045,0.057609279,0.578722349,0.733068919,828.4249084,801.4285714,993.6263736,827.2161172,595.9340659,-0.362427,0.05658,0.938782,-6.871185,7.850647,22.983704,1,1,1,1,1,60,
46:12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:13.4,0.610123335,1.117956137,0.63712114,0.665982241,0.301769613,0.656586034,-0.004150611,0.315334447,-0.054818698,0.684181936,0.617485747,0.405240655,0.620409463,0.634434189,1.289262148,0.912179414,0.653237045,0.533158261,0.578722349,0.733068919,786.1172161,776.8498168,678.5347985,783.6996337,1186.227106,-0.007141,0.12677,1.004517,4.052429,-9.525452,-3.401947,1,1,1,1,1,60,
46:14.4,0.18678858,0.870866161,0.63712114,0.35843894,-0.235422242,0.477295706,-0.004150611,-0.435570538,0.099683479,0.642581741,0.617485747,0.241506539,0.499361683,0.365176478,1.289262148,0.417203891,0.417313999,0.379923802,0.578722349,0.17317485,813.5164835,811.9047619,788.5347985,781.2820513,798.6080586,0.005188,0.117981,1.015198,5.061798,-7.200165,-5.816956,1,1,1,1,1,60,
46:15.4,0.222730868,0.410477677,0.63712114,0.078418151,0.210209246,-0.024181186,-0.004150611,-0.110806028,0.601294291,0.349527558,0.617485747,0.414839994,0.486266142,0.404684962,1.289262148,0.478327486,0.282967311,0.13410725,0.578722349,0.300335927,784.1025641,788.1318681,768.3882784,787.7289377,788.9377289,0.015259,0.109741,1.008606,4.306641,-7.005768,-4.403839,1,1,1,1,1,60,
46:16.4,0.405583893,0.041875541,0.63712114,0.167638705,0.467659358,0.130384071,-0.004150611,0.246526591,0.596006621,0.38181504,0.617485747,0.308094954,0.459585759,0.561410927,1.289262148,0.43066666,0.098098247,0.134205364,0.578722349,0.286971486,786.9230769,775.6410256,805.8608059,767.985348,727.2893773,0.015991,0.113586,1.01239,4.897308,-7.641296,-4.732819,1,1,1,1,1,60,
46:17.4,0.275810552,0.033918369,0.63712114,0.118190445,0.332103126,-0.030459075,-0.004150611,0.201914927,0.268335882,0.398576988,0.617485747,0.201887372,0.377117734,0.624570446,1.289262148,0.297419285,0.050383156,0.133092327,0.578722349,0.215108915,788.9377289,795.3846154,742.6007326,778.4615385,872.7472527,0.02356,0.118713,1.00647,4.515991,-8.299255,-4.314117,1,1,1,1,1,60,
46:18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:18.4,0.490136937,0.181020303,0.63712114,0.056064099,0.450445366,0.007920914,-0.004150611,0.077908694,0.590466765,0.387358765,0.617485747,0.309036828,0.360277943,0.459744363,1.289262148,0.226795846,-0.084343122,0.119463311,0.578722349,0.150722773,804.2490842,796.996337,737.7655678,800.2197802,695.0549451,0.026733,0.119446,1.012268,4.508514,-7.686157,-4.463654,1,1,1,1,1,60,
46:19.4,0.896818986,0.403858614,0.63712114,-0.137425331,0.759986056,0.12774278,-0.004150611,0.004337385,0.58934031,0.351702268,0.617485747,0.237053886,0.27232397,0.444472235,1.289262148,0.223824578,-0.024739075,0.179575208,0.578722349,0.133240335,795.7875458,780.4761905,394.4688645,795.7875458,722.0512821,0.037231,0.116394,1.010193,4.687958,-7.110443,-4.949646,1,1,1,1,1,60,
46:20.4,0.426114513,0.107652299,0.63712114,0.16856068,0.465992701,0.109335255,-0.004150611,-0.082176309,0.535812528,0.405475077,0.617485747,0.554658728,0.427007965,0.472832517,1.289262148,0.344742866,-0.027518155,0.077779123,0.578722349,0.216124607,798.2051282,801.8315018,753.0769231,791.7582418,762.3443223,0.03595,0.121033,1.008972,4.515991,-7.461853,-6.078644,1,1,1,1,1,60,
46:21.4,0.171770318,0.520799148,0.63712114,-0.091414822,0.04454548,0.428938396,-0.004150611,-0.125552736,0.398504014,0.632296806,0.617485747,0.274008911,0.490084124,0.367455607,1.289262148,0.522691775,-0.091434844,0.066019164,0.578722349,0.21033382,788.9377289,797.3992674,785.7142857,793.3699634,830.03663,0.038452,0.117554,1.01001,4.231873,-7.065582,-4.231873,1,1,1,1,1,60,
46:22.4,0.325858245,0.305861524,0.63712114,-0.058495738,0.144138939,0.341260736,-0.004150611,-0.160669909,0.393356909,0.600455799,0.617485747,0.480000615,0.39623542,0.364035723,1.289262148,0.477531026,0.002987593,0.07607266,0.578722349,0.194741825,812.7106227,799.8168498,717.2161172,808.6813187,1008.534799,0.055054,0.11853,1.015869,5.301056,-7.701111,-4.142151,1,1,1,4,1,60,
46:23.4,0.229574796,0.100706881,0.63712114,0.088020189,0.346522161,0.09719585,-0.004150611,0.336954972,0.624844418,0.483093196,0.617485747,0.654416522,0.496395921,0.362424207,1.289262148,0.520122623,0.179888347,0.161099515,0.578722349,0.390265423,799.010989,794.1758242,844.9450549,799.4139194,496.8131868,0.053162,0.11615,1.006714,4.216919,-7.671204,-4.830017,1,1,1,4,1,60,
46:24.4,0.027155353,-0.27408137,0.63712114,0.085784897,0.135468029,0.036634177,-0.004150611,0.035739777,0.182752907,0.457629773,0.617485747,0.291509681,0.298757599,0.3322894,1.289262148,0.442274993,0.326001377,0.170685591,0.578722349,0.22790916,798.6080586,796.5934066,876.7765568,805.8608059,1051.245421,0.052246,0.116577,1.006836,5.495453,-8.291779,-3.349609,1,1,1,4,1,60,
46:25.4,0.570155317,0.331371859,0.63712114,0.100107143,0.252792522,0.171475885,-0.004150611,-0.138632616,0.660437292,0.37998317,0.617485747,0.276126696,0.368443902,0.24675788,1.289262148,0.387161248,0.090870245,-0.064713422,0.578722349,0.110945131,790.5494505,776.043956,762.7472527,796.996337,924.7252747,0.085571,0.118896,1.006409,4.979553,-6.654358,-4.605713,1,1,1,2,1,60,
46:26.4,0.679631411,0.525294739,0.63712114,-0.154430564,0.390697407,0.241464356,-0.004150611,-0.110731172,0.698165352,0.624049126,0.617485747,0.406601998,0.505160197,0.214544744,1.289262148,0.359235108,-0.010618955,-0.042205187,0.578722349,0.043278578,795.7875458,792.5641026,695.8608059,797.3992674,710.7692308,0.081177,0.123535,1.011353,4.61319,-6.198273,-5.039368,1,1,1,2,1,60,
46:27.4,0.323219169,0.227297086,0.63712114,-0.258619617,0.037358217,0.030525958,-0.004150611,-0.044556575,0.489343449,0.61862375,0.617485747,0.312240955,0.288386786,0.141692006,1.289262148,0.252447133,-0.010940243,0.03824463,0.578722349,0.00153797,811.5018315,796.1904762,818.7545788,804.6520147,778.8644689,0.070129,0.125671,1.009033,4.785156,-6.003876,-4.059906,1,1,1,2,1,60,
46:28.4,0.0493201,-0.245234493,0.63712114,-0.34946017,0.150564396,-0.328908535,-0.004150611,-0.039132317,0.328646021,-0.118691886,0.617485747,0.153675612,0.211186641,0.095517067,1.289262148,0.242653604,-0.064146255,-0.034269894,0.578722349,-0.024173361,813.9194139,792.5641026,846.959707,795.3846154,720.8424908,0.058899,0.123962,1.007812,4.927216,-7.551575,-4.321594,1,1,1,2,1,60,
46:29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:29.4,0.734121708,-0.285899688,0.63712114,0.785921724,0.838429471,-0.138557357,-0.004150611,0.836596195,1.042630774,0.358348852,0.617485747,1.308968838,0.537735361,0.130106943,1.289262148,0.608324355,0.062343857,-0.06726684,0.578722349,0.032270911,748.2417582,808.2783883,1486.007326,788.5347985,791.7582418,-0.15564,0.108887,0.996643,-12.134857,43.881378,41.271973,1,1,1,2,1,60,
46:29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:30.4,1.134817095,0.517481662,0.63712114,1.236648932,1.182055257,0.428635526,-0.004150611,1.224858283,1.035732037,0.913034881,0.617485747,1.323709062,0.759970878,0.548988925,1.289262148,0.870511424,0.152275524,0.258807447,0.578722349,0.251248637,791.3553114,762.7472527,1035.128205,820.7692308,746.6300366,-0.297607,0.042053,0.96759,5.787048,-9.607697,-17.839661,1,1,1,2,1,60,
46:31.4,1.196882771,0.866299662,0.63712114,1.348258327,1.232490726,0.681653052,-0.004150611,1.326326709,1.034355366,0.913034881,0.617485747,1.323709062,0.7837228,0.826528638,1.289262148,0.931286432,0.157796786,0.423241468,0.578722349,0.319596615,791.3553114,787.3260073,1065.347985,802.6373626,773.2234432,-0.289124,0.020935,0.976746,4.530945,-6.347809,-8.73291,1,1,1,4,1,60,
46:32.4,0.082703061,-0.076618514,0.63712114,-0.190799409,-0.057822641,-0.516126292,-0.004150611,0.078413151,0.230686229,0.133153337,0.617485747,0.269726239,0.617800771,0.868132987,1.289262148,0.519505904,0.224068805,0.491198819,0.578722349,0.221103341,818.3516484,799.8168498,974.2857143,817.9487179,753.8827839,-0.305847,-0.010681,0.965637,3.02063,-8.284302,4.291687,1,1,1,1,1,60,
46:33.4,0.18685892,0.400218746,0.63712114,0.098738449,-0.166062898,-0.062344522,-0.004150611,0.081536571,0.198558571,0.177830261,0.617485747,0.233472463,0.611675908,0.874372216,1.289262148,0.576783496,0.262218982,0.603062106,0.578722349,0.327388499,796.5934066,795.3846154,849.7802198,794.5787546,776.043956,-0.336243,-0.004517,0.961182,3.588867,-8.097382,-5.308533,1,1,1,4,1,60,
46:34.4,0.510277194,0.444679876,0.63712114,0.435228645,0.116521089,0.390351402,-0.004150611,0.348438499,0.104179006,0.326846026,0.617485747,0.267008541,0.688844191,0.884068858,1.289262148,0.766843491,0.148528325,0.656050345,0.578722349,0.566082226,787.3260073,788.5347985,786.9230769,807.8754579,898.9377289,-0.308105,-0.00415,0.967896,2.743988,-6.504822,-7.132874,1,1,1,1,1,60,
46:35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
46:35.4,0.564252186,0.561715834,0.274156911,0.66750015,0.295488203,0.281969244,0.257626291,0.554177447,0.249465653,0.439326562,0.656242869,0.383010957,0.538392699,0.735707169,0.962590877,0.674052901,0.341493428,0.72339953,0.89408136,0.440976909,817.5457875,784.9084249,798.2051282,811.5018315,837.6923077,-0.333679,0.049194,0.956055,14.198456,-0.762634,-4.09729,1,1,1,1,1,60,
46:36.4,0.564252186,0.314853664,0.304598948,0.66750015,0.295488203,-0.496649148,0.028407605,0.554177447,0.249465653,0.28862544,0.456042895,0.383010957,0.538392699,0.71432142,0.931095218,0.674052901,0.341493428,0.77792852,0.923146823,0.440976909,809.0842491,826.8131868,805.0549451,779.6703297,1249.084249,-0.464539,0.137634,0.863708,34.497986,-33.548431,-44.644012,1,1,1,1,1,55,
46:37.4,0.89189363,0.28419984,0.304598948,0.66750015,0.129162305,-0.610877621,0.028407605,0.554177447,0.955195116,0.143472279,0.456042895,0.383010957,0.863830038,0.684793369,0.931095218,0.674052901,0.485639781,0.773525385,0.923146823,0.440976909,815.1282051,798.2051282,853.003663,775.6410256,570.5494505,-0.355408,-0.000122,0.921143,3.259888,-8.463745,1.315918,1,1,1,2,1,55,
46:38.4,0.89189363,0.28419984,0.304598948,0.66750015,0.129162305,-0.610877621,0.028407605,0.554177447,0.955195116,0.143472279,0.456042895,0.383010957,0.863830038,0.684793369,0.931095218,0.674052901,0.485639781,0.773525385,0.923146823,0.440976909,796.1904762,795.3846154,805.4578755,800.6227106,686.1904762,-0.340637,0.138489,1.019165,12.875061,-27.350159,-8.19458,1,1,1,2,1,55,
46:39.4,0.831357089,1.155268353,0.304598948,1.18938185,0.955758648,1.061829068,0.028407605,0.783147547,0.88720251,0.796001981,0.456042895,1.077651278,0.833626318,0.814017806,0.931095218,1.135984729,0.385191936,0.626650915,0.923146823,0.376522237,813.5164835,797.3992674,788.1318681,859.4505495,914.6520147,-0.196411,-0.248291,0.855835,-16.374207,-27.940826,-13.600311,1,1,1,1,1,55,
46:40.4,0.70694896,0.738204966,0.304598948,1.109448741,0.787653957,0.601935735,0.028407605,0.757211649,1.245776841,0.673960048,0.456042895,1.032178021,1.136280403,0.518668517,0.931095218,1.141479019,1.106170162,0.363893429,0.923146823,0.366919582,798.2051282,800.2197802,738.1684982,775.6410256,743.8095238,0.026733,-0.535767,0.894287,-2.310333,-9.99649,0.074768,1,1,1,1,1,55,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
